z/D,x/D,Run,Avg_u/U_R,rms_u/U_R,rms_w/U_R,rss_uw/U_R2,tke/U_R2
0.0625,2,3,-0.352214495,0.399530037,0.134804772,0.002461622,0.145049273
0.0875,2,3,-0.284112966,0.364407403,0.13839313,0.00245146,0.114445998
0.1125,2,3,-0.421224485,0.32513084,0.129415919,0.000999369,0.098362027
0.15,2,3,-0.42828376,0.371412549,0.151807312,0.004087263,0.12394482
0.1875,2,3,-0.330631652,0.371208025,0.147040058,-0.004355194,0.11566177
0.25,2,3,-0.292335526,0.344600045,0.151753027,0.002174935,0.119520856
0.3125,2,3,-0.339799134,0.311738411,0.154115373,0.00530532,0.094654676
0.375,2,3,-0.271243314,0.324595473,0.16673562,0.008834126,0.102652413
0.4375,2,3,-0.215580213,0.334548098,0.174555685,0.0104599,0.110858234
0.5,2,3,-0.012879279,0.316796231,0.16478629,0.010707485,0.103005749
0.5625,2,3,-0.142520354,0.355710198,0.186037194,0.013298154,0.123214598
0.625,2,3,-0.117130366,0.349357304,0.187030193,0.015388743,0.153340739
0.75,2,3,0.117303133,0.358624904,0.213397782,0.022688479,0.142098687
0.875,2,3,0.298231827,0.382066489,0.238138106,0.029422648,0.161230063
1,2,3,0.52754942,0.409477548,0.256403565,0.042210933,0.186578542
1.125,2,3,0.824125655,0.441659948,0.237815749,0.045933366,0.197565673
1.25,2,3,1.032141814,0.380964444,0.204283362,0.034035129,0.151443866
1.375,2,3,1.316438943,0.291381424,0.158478675,0.015619561,0.09654899
1.625,2,3,1.367900265,0.178782668,0.114277996,0.004688079,0.039550557
1.875,2,3,1.383545861,0.135983775,0.079228907,0.003071122,0.019800709
2.125,2,3,1.372506462,0.108721725,0.05839597,0.00229608,0.012198835
2.375,2,3,1.367221089,0.091234478,0.04660751,0.001501295,0.010130883
2.625,2,3,1.395318686,0.096423508,0.042496157,0.000718869,0.011539969
2.875,2,3,1.379081443,0.058646535,0.032953697,0.00037889,0.003958469
3.0625,2,3,1.384466839,0.056994007,0.028845802,0.000319483,0.003636807
0.0375,3,3,-0.644535114,0.430615134,0.191799302,0.010575979,0.181043993
0.0625,3,3,-0.684333373,0.394016056,0.1899329,0.016559985,0.167343952
0.0875,3,3,-0.599518624,0.395328556,0.195677934,0.020149101,0.162557698
0.1125,3,3,-0.540382801,0.412191841,0.196881035,0.014243402,0.170168765
0.15,3,3,-0.530851517,0.41043187,0.210104197,0.017580494,0.177047102
0.1875,3,3,-0.50769547,0.402137662,0.200876195,0.021129449,0.199472543
0.25,3,3,-0.324057715,0.460789924,0.240312413,0.039407941,0.202125273
0.3125,3,3,-0.304125292,0.408472194,0.224806114,0.024733774,0.168975691
0.375,3,3,-0.263492941,0.433236339,0.23083783,0.027783443,0.184998558
0.4375,3,3,-0.157201637,0.43150245,0.252504188,0.035450826,0.202500843
0.5,3,3,-0.068074578,0.432406018,0.248201211,0.029546566,0.181612062
0.5625,3,3,0.032326786,0.433795108,0.254473514,0.035823475,0.184421092
0.625,3,3,0.196644682,0.412422361,0.257966989,0.032236202,0.191649245
0.75,3,3,0.230446677,0.417264406,0.26366212,0.037357255,0.192465324
0.875,3,3,0.450446504,0.429481006,0.270031459,0.039634876,0.207054975
1,3,3,0.609933238,0.434231056,0.262310889,0.038390016,0.210774558
1.125,3,3,0.800348619,0.418955654,0.260163747,0.042179754,0.186159258
1.25,3,3,1.047529291,0.357101664,0.230123279,0.033897098,0.140094568
1.375,3,3,1.224376613,0.293641727,0.192987546,0.024103715,0.094822114
1.625,3,3,1.378633615,0.189273091,0.12867137,0.007330705,0.039962523
1.875,3,3,1.394678341,0.133633986,0.093011098,0.003384101,0.020284653
2.125,3,3,1.394054607,0.096347678,0.069124519,0.001453717,0.011089124
2.375,3,3,1.386976485,0.091261331,0.0504593,0.001150333,0.01084836
2.625,3,3,1.4112102,0.076069702,0.043566129,0.000820991,0.006361811
2.875,3,3,1.402787781,0.066632773,0.035077202,0.000409529,0.00517323
3.0625,3,3,1.407352129,0.06677971,0.032543117,0.000332405,0.005034805
0.0375,4,3,-0.647097752,0.433721932,0.231314187,0.019399974,0.225237188
0.0625,4,3,-0.578959243,0.44931957,0.232871506,0.027788335,0.221358265
0.0875,4,3,-0.548878541,0.429064284,0.221039963,0.024933671,0.202202696
0.1125,4,3,-0.515790997,0.418622967,0.227982466,0.030368704,0.1873005
0.15,4,3,-0.522430206,0.418200003,0.244155939,0.026900678,0.201397764
0.1875,4,3,-0.37296102,0.429487671,0.254374617,0.039029264,0.227990561
0.25,4,3,-0.325463858,0.445485344,0.278730675,0.041369491,0.261453316
0.3125,4,3,-0.264650493,0.456976168,0.277886799,0.046237829,0.230798632
0.375,4,3,-0.235950827,0.462986104,0.272127013,0.040100068,0.220371879
0.4375,4,3,-0.088326964,0.464874361,0.284197906,0.053186201,0.237313301
0.5,4,3,-0.025809904,0.472198819,0.301008844,0.044325018,0.247208179
0.5625,4,3,0.03639038,0.469952851,0.288484579,0.046474599,0.239563158
0.625,4,3,0.1050579,0.454567271,0.300042927,0.047041638,0.230781189
0.75,4,3,0.35625534,0.462424631,0.278760065,0.046442165,0.238866264
0.875,4,3,0.507293061,0.478510353,0.2772871,0.05488626,0.226034734
1,4,3,0.706057201,0.43575554,0.272530975,0.046990927,0.200723835
1.125,4,3,0.810398996,0.419113998,0.251426319,0.041922868,0.182549215
1.25,4,3,1.010138208,0.367594005,0.228878838,0.030977327,0.150067806
1.375,4,3,1.213881448,0.311528459,0.194144612,0.021124426,0.103527735
1.625,4,3,1.308567557,0.219437578,0.147556022,0.010776318,0.052360326
1.875,4,3,1.359006875,0.158806568,0.105509925,0.00456209,0.02639927
2.125,4,3,1.379170979,0.108726103,0.073126908,0.001370807,0.013124848
2.375,4,3,1.384306631,0.089705096,0.060048912,0.001189527,0.008990486
2.625,4,3,1.406892528,0.080947802,0.048563232,0.000738463,0.007264288
2.875,4,3,1.403617979,0.073491415,0.039189234,0.000435342,0.005833059
3.0625,4,3,1.399977116,0.068473683,0.034269273,0.000348494,0.005272304
0.0375,6,3,-0.170131543,0.498433543,0.233220858,0.010654344,0.285620667
0.0625,6,3,-0.195833017,0.492212409,0.225935382,0.01981027,0.297293927
0.0875,6,3,-0.14705035,0.469727689,0.242938973,0.020768068,0.289207412
0.1125,6,3,-0.156787243,0.458144685,0.244082517,0.023687769,0.252375357
0.15,6,3,-0.18479614,0.445024451,0.273724289,0.023852591,0.251490872
0.1875,6,3,-0.021994454,0.462879911,0.283665107,0.029274003,0.262631386
0.25,6,3,-0.008603615,0.46520174,0.311830951,0.044351002,0.277575707
0.3125,6,3,0.021844643,0.431358637,0.309683363,0.051827557,0.224571265
0.375,6,3,0.037002755,0.436639533,0.305586981,0.048419449,0.221377437
0.4375,6,3,0.065122919,0.454334844,0.33326076,0.05531671,0.245050241
0.5,6,3,0.200841696,0.467420954,0.328540056,0.05831637,0.259451572
0.5625,6,3,0.197700117,0.479388332,0.324077326,0.064790791,0.254973828
0.625,6,3,0.324901492,0.499155377,0.332445607,0.072176018,0.282880214
0.75,6,3,0.439699762,0.491003265,0.310725614,0.059300568,0.276097147
0.875,6,3,0.613249891,0.481857462,0.314111743,0.063424342,0.259389908
1,6,3,0.688746009,0.477843163,0.295170651,0.061983287,0.234435464
1.125,6,3,0.802435853,0.445246192,0.27057962,0.05441878,0.197298496
1.25,6,3,0.912167656,0.408243837,0.251462471,0.047016961,0.168825887
1.375,6,3,1.034627813,0.395871021,0.245630179,0.04159141,0.155325234
1.625,6,3,1.255028963,0.26469877,0.1629555,0.013900402,0.071808346
1.875,6,3,1.34105532,0.195687828,0.134028648,0.007188113,0.041850036
2.125,6,3,1.401350669,0.127510302,0.088791544,0.002847334,0.01749929
2.375,6,3,1.420833805,0.110302002,0.068756499,0.001477749,0.013374396
2.625,6,3,1.44848851,0.089050319,0.054570879,0.000824488,0.008306148
2.875,6,3,1.456128939,0.076468521,0.040481218,0.000410961,0.005982008
3.0625,6,3,1.466321614,0.070456089,0.034878509,0.000329077,0.005327803
0.0375,8,3,0.132442244,0.461179786,0.246176021,0.02294046,0.271014888
0.0625,8,3,0.147718751,0.478608886,0.252580962,0.017443377,0.276710173
0.0875,8,3,0.146226371,0.457912312,0.254877988,0.024446149,0.259903643
0.1125,8,3,0.176312095,0.449766377,0.269565473,0.025526207,0.25507841
0.15,8,3,0.157157198,0.440671004,0.300871622,0.025470195,0.269544258
0.1875,8,3,0.197952492,0.437473794,0.285450628,0.039940389,0.240359881
0.25,8,3,0.234878961,0.429556842,0.282259028,0.032194409,0.229855864
0.3125,8,3,0.243350866,0.416682699,0.298783243,0.042039709,0.228774462
0.375,8,3,0.2789298,0.483797094,0.309481528,0.05340291,0.252212522
0.4375,8,3,0.352289434,0.442631646,0.314321443,0.050157097,0.245077122
0.5,8,3,0.354333567,0.452634134,0.297249251,0.051337407,0.233590815
0.5625,8,3,0.312538603,0.418287062,0.277660248,0.04960464,0.202276846
0.625,8,3,0.39430819,0.429853722,0.284921801,0.04950426,0.220411713
0.75,8,3,0.522476188,0.464262172,0.290048153,0.059655643,0.220425823
0.875,8,3,0.600480717,0.443605688,0.279571791,0.052679757,0.210270939
1,8,3,0.600659161,0.441431043,0.273658232,0.051209322,0.201369861
1.125,8,3,0.741491069,0.410462207,0.250476413,0.045658925,0.170163126
1.25,8,3,0.875856127,0.366217521,0.210568026,0.028985043,0.140631201
1.375,8,3,0.952057591,0.34967759,0.203165992,0.0271312,0.11751995
1.625,8,3,1.04629564,0.270314659,0.161669547,0.015877783,0.070724093
1.875,8,3,1.156932859,0.187707899,0.116322661,0.005675784,0.035445261
2.125,8,3,1.183143793,0.13161394,0.086525011,0.001909031,0.017973295
2.375,8,3,1.21021089,0.103579868,0.070814178,0.001517294,0.011294984
2.625,8,3,1.253798195,0.09421423,0.056388562,0.000827704,0.010106481
2.875,8,3,1.259894284,0.083537196,0.044705587,0.000274196,0.006543781
3.0625,8,3,1.266861586,0.07632936,0.036858905,0.000335597,0.005427147
0.0375,10,3,0.406891178,0.421787027,0.198099654,0.008742795,0.209436666
0.0625,10,3,0.455361342,0.456165175,0.213208462,0.020302745,0.231277566
0.0875,10,3,0.414705016,0.430800088,0.226095355,0.01720422,0.215322684
0.1125,10,3,0.437334448,0.420151442,0.227440719,0.016862981,0.217414844
0.15,10,3,0.525109875,0.465176238,0.244126056,0.026982119,0.246210539
0.1875,10,3,0.44712461,0.423495789,0.256575615,0.024374903,0.225639058
0.25,10,3,0.494017819,0.382688879,0.244387311,0.024337486,0.180373335
0.3125,10,3,0.437874634,0.385752738,0.246281018,0.029346901,0.182763073
0.375,10,3,0.518785387,0.409286426,0.268904301,0.032997915,0.20033052
0.4375,10,3,0.543924761,0.433204541,0.271874541,0.044073515,0.208970588
0.5,10,3,0.56158541,0.414339286,0.275012617,0.040090835,0.196993754
0.5625,10,3,0.525304509,0.392573226,0.266347571,0.041332909,0.182385719
0.625,10,3,0.558762716,0.408950947,0.261127868,0.037076179,0.191178446
0.75,10,3,0.640675236,0.402623239,0.240389744,0.034999515,0.172610958
0.875,10,3,0.697127536,0.376445376,0.23755207,0.03843233,0.156897599
1,10,3,0.739362969,0.377916415,0.220245407,0.033897101,0.151083834
1.125,10,3,0.766308039,0.362729024,0.219298822,0.034001327,0.138960477
1.25,10,3,0.822051368,0.352001366,0.218156922,0.028192274,0.131244556
1.375,10,3,0.913477083,0.341799418,0.195178045,0.024035085,0.115832398
1.625,10,3,0.978784716,0.29413505,0.165809705,0.017841173,0.083795426
1.875,10,3,1.059720178,0.239105269,0.136564561,0.009618369,0.056081289
2.125,10,3,1.105130219,0.1689563,0.103815845,0.004475316,0.028001156
2.375,10,3,1.135290186,0.147649073,0.077468851,0.00107548,0.02153623
2.625,10,3,1.197501206,0.129357941,0.069475628,0.000798812,0.017756621
2.875,10,3,1.21535486,0.105733998,0.050748632,0.000179067,0.010910841
3.0625,10,3,1.230120665,0.095732627,0.039745321,0.000236374,0.009524832
0.0375,12,3,0.643698835,0.409140863,0.198298534,0.017953763,0.208134883
0.0625,12,3,0.682867645,0.418268265,0.20022367,0.010798037,0.206028475
0.0875,12,3,0.583240602,0.386696419,0.201662115,0.009088476,0.185768103
0.1125,12,3,0.681941726,0.438203146,0.214999142,0.017227203,0.20665454
0.15,12,3,0.630938589,0.397093436,0.22817873,0.014580607,0.201694386
0.1875,12,3,0.63841693,0.407857515,0.224417145,0.023619636,0.185835739
0.25,12,3,0.681805704,0.395321623,0.237908382,0.018934818,0.188357462
0.3125,12,3,0.699763635,0.386941099,0.236809045,0.023507229,0.179371813
0.375,12,3,0.711904969,0.413434293,0.250413407,0.030155711,0.192221856
0.4375,12,3,0.728844457,0.391926353,0.244499859,0.02280019,0.175191755
0.5,12,3,0.623441741,0.391428765,0.243175943,0.032798463,0.177478562
0.5625,12,3,0.686962513,0.360782013,0.247185762,0.029836587,0.158860482
0.625,12,3,0.723751432,0.362750022,0.245361071,0.028636154,0.166608264
0.75,12,3,0.709897988,0.381571224,0.239310835,0.036152608,0.156777137
0.875,12,3,0.757013891,0.344404651,0.229667755,0.02420836,0.14446287
1,12,3,0.72658034,0.369061658,0.224194634,0.037045403,0.143731516
1.125,12,3,0.74683552,0.340231636,0.223403609,0.026632524,0.128831208
1.25,12,3,0.813199821,0.322764294,0.203806721,0.027852015,0.112676063
1.375,12,3,0.866336425,0.338346968,0.196360331,0.030503239,0.116990085
1.625,12,3,0.959245832,0.266136969,0.155313458,0.017233553,0.069476402
1.875,12,3,1.025866392,0.216093573,0.143202336,0.012614134,0.048644981
2.125,12,3,1.093607474,0.166795914,0.109501617,0.005204089,0.028407559
2.375,12,3,1.096315553,0.124025227,0.081652615,0.001821708,0.023230393
2.625,12,3,1.154806308,0.108213357,0.067806772,0.00163738,0.012210182
2.875,12,3,1.170632923,0.088908723,0.05379711,0.000617607,0.008071404
3.0625,12,3,1.188989474,0.079128852,0.038531095,0.000372579,0.006043108
0.0375,2,4,-0.271037482,0.39047633,0.137204268,0.003928759,0.132256113
0.0625,2,4,-0.271788124,0.38046663,0.12244933,0.001891028,0.121965753
0.0875,2,4,-0.313435732,0.358259679,0.133535464,0.002402815,0.109747574
0.1125,2,4,-0.329882049,0.340206334,0.127863445,0.00500862,0.106423455
0.15,2,4,-0.295023221,0.343024383,0.136744706,0.005603317,0.107751561
0.1875,2,4,-0.285133643,0.338368626,0.135069379,0.004044854,0.105269575
0.25,2,4,-0.238992571,0.327400787,0.143880223,0.003764352,0.11417005
0.3125,2,4,-0.26194491,0.309984557,0.1419988,0.004182419,0.093046087
0.375,2,4,-0.246223821,0.3294443,0.154625088,0.005341219,0.101569126
0.4375,2,4,-0.167438302,0.325321231,0.165491009,0.00874879,0.101823178
0.5,2,4,-0.077526145,0.291919154,0.156180108,0.007325982,0.091332338
0.5625,2,4,0.01675677,0.304754611,0.167234601,0.010253911,0.09444624
0.625,2,4,0.060509816,0.323357306,0.150034395,0.00457407,0.119084699
0.75,2,4,0.183166272,0.314165996,0.1754043,0.013729484,0.105019235
0.875,2,4,0.345680155,0.364378597,0.19857246,0.023435255,0.138405492
1,2,4,0.598753942,0.430221571,0.239210863,0.047807199,0.116969868
1.125,2,4,0.835888966,0.431433653,0.226064386,0.045940275,0.184414993
1.25,2,4,1.141593118,0.378149195,0.198605328,0.036001789,0.13759231
1.375,2,4,1.298020879,0.263622024,0.15407916,0.014134714,0.076726133
1.625,2,4,1.376600213,0.150104942,0.106839998,0.003132337,0.02866
1.875,2,4,1.397440341,0.119103248,0.077033065,0.001358785,0.016467398
2.125,2,4,1.375396304,0.098208217,0.060021282,0.000507808,0.010804124
2.375,2,4,1.367844301,0.104247541,0.052122697,0.002490244,0.009697915
2.625,2,4,1.368029521,0.095515362,0.042450002,0.002006764,0.007720402
2.875,2,4,1.374461525,0.085693087,0.035195509,0.001384459,0.007573845
3.0625,2,4,1.375331487,0.083677245,0.033014028,0.001271496,0.006127262
0.0375,3,4,-0.61043318,0.429398985,0.175131079,0.011138733,0.181845836
0.0625,3,4,-0.51600673,0.420977598,0.185958356,0.015126663,0.172582399
0.0875,3,4,-0.455645919,0.414459512,0.19657995,0.016440974,0.17768691
0.1125,3,4,-0.534402124,0.394183798,0.194033639,0.013423119,0.156061663
0.15,3,4,-0.43988094,0.415119238,0.203746237,0.027756418,0.174939879
0.1875,3,4,-0.318314892,0.393665389,0.194464739,0.017457648,0.152534549
0.25,3,4,-0.358201218,0.394121311,0.203700331,0.015468504,0.154485339
0.3125,3,4,-0.229675502,0.422140325,0.215354821,0.024887282,0.175033256
0.375,3,4,-0.111627454,0.429270652,0.228681145,0.026887339,0.183003426
0.4375,3,4,-0.022690205,0.431478829,0.212918005,0.023877776,0.169928849
0.5,3,4,-0.020947082,0.416111726,0.220929113,0.027278969,0.175667163
0.5625,3,4,0.092438079,0.431590686,0.2210541,0.028733335,0.186583616
0.625,3,4,0.081671426,0.417935176,0.222566269,0.02935923,0.179995974
0.75,3,4,0.303871507,0.427755608,0.225967276,0.032949817,0.18549728
0.875,3,4,0.539311074,0.4283941,0.251446849,0.040305119,0.201972291
1,3,4,0.693191116,0.425139872,0.247132037,0.042810677,0.193066256
1.125,3,4,0.879310575,0.405765069,0.234848801,0.040349763,0.180266429
1.25,3,4,1.129767463,0.344907611,0.196425279,0.027224551,0.127130409
1.375,3,4,1.259621351,0.28916076,0.164269038,0.017984755,0.090990454
1.625,3,4,1.364606411,0.180977416,0.113231387,0.005385467,0.037585642
1.875,3,4,1.381161558,0.132120951,0.089226925,0.002339063,0.020434668
2.125,3,4,1.397034277,0.086707769,0.060703857,0.001505735,0.009012654
2.375,3,4,1.384189002,0.070500734,0.047511443,0.00090957,0.005630194
2.625,3,4,1.37281868,0.061795084,0.040311429,0.00069121,0.004298681
2.875,3,4,1.378419248,0.051935745,0.032314492,0.000401263,0.00535475
3.0625,3,4,1.379506299,0.050301405,0.02882242,0.000340658,0.002950245
0.0375,4,4,-0.583983791,0.47937815,0.222857268,0.028152139,0.239255774
0.0625,4,4,-0.559865956,0.45691351,0.225861323,0.028396494,0.226605307
0.0875,4,4,-0.400497561,0.458080916,0.236154899,0.033913143,0.224935808
0.1125,4,4,-0.502291418,0.441081524,0.231311912,0.028698517,0.211500237
0.15,4,4,-0.401685125,0.447849406,0.248687484,0.034154385,0.213705779
0.1875,4,4,-0.397836896,0.432745729,0.237974281,0.029407385,0.199212086
0.25,4,4,-0.294299403,0.454537236,0.249795532,0.033489826,0.216295616
0.3125,4,4,-0.238387363,0.470134738,0.249314029,0.031657612,0.228801375
0.375,4,4,-0.166945883,0.449531734,0.268703298,0.041848954,0.220360688
0.4375,4,4,-0.052980281,0.471021984,0.265293774,0.038060622,0.235628542
0.5,4,4,0.000106271,0.4776062,0.25496689,0.04598572,0.225513958
0.5625,4,4,0.10739666,0.464870711,0.260696183,0.042356403,0.225304067
0.625,4,4,0.239507527,0.466531462,0.250150241,0.037953329,0.228960201
0.75,4,4,0.31246941,0.477021174,0.242348003,0.037377675,0.227162341
0.875,4,4,0.552714015,0.484820215,0.286162204,0.057954012,0.24334022
1,4,4,0.664187747,0.431899697,0.261394787,0.044622702,0.206278547
1.125,4,4,0.887054345,0.407197118,0.244129555,0.041198233,0.184736495
1.25,4,4,1.034584793,0.363656789,0.219206676,0.03527492,0.137263898
1.375,4,4,1.208278336,0.275454247,0.176515191,0.019500723,0.08198138
1.625,4,4,1.357415866,0.167217361,0.118473427,0.005844402,0.032625721
1.875,4,4,1.391112204,0.116349124,0.085515955,0.002723178,0.016159752
2.125,4,4,1.368103095,0.093806072,0.064379819,0.001380907,0.01027739
2.375,4,4,1.371459736,0.084464253,0.055303097,0.000958867,0.007648449
2.625,4,4,1.366549496,0.069482858,0.041292021,0.000448645,0.005063048
2.875,4,4,1.364204456,0.064345787,0.035949996,0.000323499,0.004292535
3.0625,4,4,1.375547162,0.055629617,0.029796227,0.000376221,0.00351574
0.0375,6,4,-0.16557317,0.398160359,0.174606913,0.011709473,0.219643087
0.0625,6,4,-0.149632302,0.422415345,0.19145543,0.019121671,0.217487919
0.0875,6,4,-0.184008382,0.357138723,0.213844324,0.014885325,0.174039957
0.1125,6,4,-0.08287724,0.421995968,0.223224011,0.023232291,0.218318371
0.15,6,4,-0.030682975,0.417582818,0.263760289,0.022305212,0.224814424
0.1875,6,4,-0.022873271,0.401439799,0.248205279,0.019749388,0.205259726
0.25,6,4,-0.038738514,0.387925293,0.251880678,0.029904318,0.180254758
0.3125,6,4,0.00456677,0.390909365,0.265291238,0.029317849,0.183547203
0.375,6,4,0.180503201,0.458592247,0.311421498,0.049110127,0.243545758
0.4375,6,4,0.249621417,0.44236276,0.312943937,0.054173851,0.225739866
0.5,6,4,0.247800517,0.427625832,0.293870836,0.050129991,0.210173582
0.5625,6,4,0.101466658,0.45501526,0.133867821,0.065182841,0.204583969
0.625,6,4,0.340698,0.456815498,0.285991783,0.056708362,0.22574124
0.75,6,4,0.444493735,0.459234697,0.295154898,0.062104339,0.228514064
0.875,6,4,0.594126796,0.454340836,0.275279806,0.05691509,0.217533177
1,6,4,0.664598833,0.424721364,0.262246963,0.050563814,0.185681167
1.125,6,4,0.851754158,0.402911547,0.244376846,0.041973286,0.167229735
1.25,6,4,0.920733859,0.37172936,0.224985053,0.035029348,0.146175288
1.375,6,4,0.982464961,0.341626108,0.199128981,0.026427202,0.118046253
1.625,6,4,1.145869454,0.22680312,0.147012293,0.008932156,0.05707302
1.875,6,4,1.237324226,0.161866759,0.106700368,0.004907199,0.027593571
2.125,6,4,1.258868353,0.123481585,0.081197093,0.002542078,0.016036847
2.375,6,4,1.269258185,0.115028824,0.066914497,0.002008558,0.012640765
2.625,6,4,1.290210189,0.102940089,0.05436113,0.001080578,0.008698602
2.875,6,4,1.307996101,0.087232379,0.044602062,0.000307545,0.007008915
3.0625,6,4,1.32199321,0.079183794,0.03692184,6.06094E-05,0.006006806
0.0375,8,4,0.107235014,0.464882438,0.236223535,0.021028342,0.251218223
0.0625,8,4,0.159329186,0.433798886,0.253187795,0.022345709,0.237979877
0.0875,8,4,0.103955263,0.412547656,0.233843205,0.024337056,0.208180505
0.1125,8,4,0.205546027,0.421982144,0.262581769,0.026682294,0.234876523
0.15,8,4,0.191306885,0.416252808,0.251575793,0.018686913,0.220697403
0.1875,8,4,0.222222538,0.454672926,0.277453187,0.041142646,0.233938633
0.25,8,4,0.275833097,0.456227894,0.295792919,0.037820232,0.256179704
0.3125,8,4,0.309487914,0.44714895,0.293179967,0.043977451,0.246500375
0.375,8,4,0.331158563,0.448258208,0.286748334,0.039149486,0.242501367
0.4375,8,4,0.385442136,0.4445805,0.279268231,0.048210642,0.220784189
0.5,8,4,0.437375856,0.457458555,0.311398704,0.059463417,0.250112961
0.5625,8,4,0.499454495,0.477947086,0.299406472,0.060750022,0.243955901
0.625,8,4,0.518710418,0.438492231,0.29588118,0.057114635,0.221826137
0.75,8,4,0.548417315,0.450686502,0.265176115,0.049416596,0.212033348
0.875,8,4,0.692154418,0.437013341,0.261221969,0.04347442,0.196713184
1,8,4,0.698482765,0.444925436,0.223570534,0.042097324,0.196316576
1.125,8,4,0.841327,0.390381903,0.231450186,0.039422804,0.159371403
1.25,8,4,0.919365223,0.357261477,0.21589725,0.032275487,0.131884472
1.375,8,4,0.973793823,0.328931939,0.195219303,0.022651192,0.10906513
1.625,8,4,1.089456282,0.247220177,0.139615115,0.011769991,0.06030439
1.875,8,4,1.166594454,0.176869496,0.108914868,0.006147946,0.030033145
2.125,8,4,1.196959525,0.130018692,0.082161925,0.003198789,0.016877411
2.375,8,4,1.232846458,0.131873045,0.07201294,0.000943148,0.015656735
2.625,8,4,1.226053865,0.099371918,0.051029226,0.001194794,0.010159199
2.875,8,4,1.222483879,0.080286988,0.037305289,0.000658372,0.006559191
3.0625,8,4,1.226469354,0.075743697,0.034057452,0.000224758,0.005897839
0.0375,10,4,0.46969465,0.460996472,0.214419998,0.009816474,0.250822548
0.0625,10,4,0.484358507,0.443690423,0.226869658,0.013636218,0.234280382
0.0875,10,4,0.433503055,0.47508423,0.224674219,0.023555261,0.251507167
0.1125,10,4,0.464439924,0.437844403,0.225271435,0.018270271,0.223346498
0.15,10,4,0.482095872,0.400209354,0.231190859,0.024029243,0.198385641
0.1875,10,4,0.482797969,0.412504881,0.245455161,0.023145833,0.205864828
0.25,10,4,0.499835423,0.4052427,0.248051327,0.026735984,0.201363131
0.3125,10,4,0.503189671,0.397275788,0.252061803,0.025610837,0.189877473
0.375,10,4,0.538950895,0.420195208,0.249109969,0.032665547,0.191335001
0.4375,10,4,0.540641605,0.414355842,0.24964721,0.029770803,0.193134642
0.5,10,4,0.56633877,0.381948532,0.243932804,0.028793151,0.17392147
0.5625,10,4,0.590669143,0.407586612,0.260179741,0.035429048,0.190167933
0.625,10,4,0.594541707,0.408077832,0.264853174,0.040580132,0.187837534
0.75,10,4,0.604909948,0.397647221,0.247102986,0.038067157,0.173891118
0.875,10,4,0.699684413,0.392465311,0.240332291,0.03922728,0.170331662
1,10,4,0.774003769,0.383675049,0.22631782,0.037380455,0.187262609
1.125,10,4,0.834128391,0.37779731,0.210647637,0.033711889,0.140528825
1.25,10,4,0.904431244,0.355028046,0.182868865,0.024751737,0.121712494
1.375,10,4,0.941845751,0.333798254,0.192945227,0.025261542,0.109755648
1.625,10,4,1.025351896,0.252143563,0.153938243,0.014221488,0.066366632
1.875,10,4,1.108177783,0.199325393,0.123655171,0.007453561,0.042380293
2.125,10,4,1.149138397,0.158802187,0.095697997,0.004002385,0.025494595
2.375,10,4,1.155041179,0.13686042,0.073909802,0.002620233,0.019267798
2.625,10,4,1.173791517,0.117166673,0.058037118,0.001513482,0.013367631
2.875,10,4,1.195771842,0.092063063,0.043980727,0.001044306,0.008650679
3.0625,10,4,1.205024289,0.085897991,0.036013782,0.000494055,0.007633937
0.0375,12,4,0.750243661,0.443629291,0.196017361,0.015747563,0.22364483
0.0625,12,4,0.700793543,0.415871878,0.202695954,0.020668778,0.211528076
0.0875,12,4,0.70935022,0.417400526,0.207583567,0.018646644,0.212922658
0.1125,12,4,0.648671575,0.397608323,0.215934057,0.017673743,0.190143554
0.15,12,4,0.653631367,0.404074065,0.214476848,0.018695279,0.190096317
0.1875,12,4,0.61028861,0.374970226,0.213276116,0.018407254,0.1697269
0.25,12,4,0.639261772,0.388530293,0.224815902,0.024285408,0.178347812
0.3125,12,4,0.643109384,0.395215757,0.242856648,0.026457911,0.181474776
0.375,12,4,0.67886483,0.39196601,0.249298351,0.023176444,0.17859184
0.4375,12,4,0.656957674,0.387904051,0.244181024,0.032858296,0.176096526
0.5,12,4,0.661746449,0.366758656,0.260164447,0.031259052,0.171852704
0.5625,12,4,0.682926397,0.376282237,0.253732589,0.032855504,0.164862432
0.625,12,4,0.685311659,0.371707473,0.245868873,0.035277464,0.161020793
0.75,12,4,0.712246602,0.358834482,0.23158111,0.034712025,0.142759577
0.875,12,4,0.741312799,0.363870743,0.236098151,0.033581542,0.150294915
1,12,4,0.726338795,0.353257168,0.224848384,0.034040914,0.134467332
1.125,12,4,0.859901127,0.340796888,0.218522518,0.029391893,0.130191599
1.25,12,4,0.877352509,0.358768418,0.208259732,0.036910308,0.126321603
1.375,12,4,0.90875371,0.31835705,0.18843528,0.024756401,0.102643164
1.625,12,4,0.962178498,0.278886632,0.167356931,0.018406509,0.080009765
1.875,12,4,1.056658445,0.226043493,0.134645613,0.011721314,0.051975379
2.125,12,4,1.080890435,0.174992138,0.108407425,0.00677561,0.029934147
2.375,12,4,1.123582563,0.124535728,0.081377526,0.00220493,0.016945309
2.625,12,4,1.148611931,0.109622359,0.06021412,0.001106381,0.011087516
2.875,12,4,1.159893803,0.077289545,0.043603019,0.000566659,0.006157227
