z*,x/D,Run,u*,z*,RMS_u*,z*,RMS_w*,z*,RSS_uw*,z*,k*
0.91246839,3,2,0.419523943,0.621265222,0.931885218,0.629081773,0.930586009,0.743874892,0.958040711,0.714132005,0.926283553
1.094962068,3,2,0.587307578,0.745518267,0.90494211,0.754898128,0.844550332,0.89264987,0.852035851,0.856958406,0.810696913
1.277455747,3,2,0.732347536,0.869771311,0.663055083,0.880714482,0.619313412,1.041424849,0.383639828,0.999784807,0.500267963
1.459949425,3,2,0.797115865,0.994024356,0.507430166,1.006530837,0.48964103,1.190199827,0.215212375,1.142611208,0.322416948
1.642443103,3,2,0.826159833,1.1182774,0.352932879,1.132347192,0.38561375,1.338974805,0.120116088,1.285437609,0.192890741
1.824936781,3,2,0.850963673,1.242530445,0.309337714,1.258163546,0.31380503,1.487749784,0.108255302,1.42826401,0.15725856
2.007430459,3,2,0.868689714,1.366783489,0.239840152,1.383979901,0.279344609,1.636524762,0.102387752,1.571090411,0.171884604
2.372417815,3,2,0.893012965,1.615289578,0.189749962,1.63561261,0.213594051,1.934074719,0.094113512,1.856743213,0.118366442
2.737405171,3,2,0.914293473,1.863795667,0.141438094,1.88724532,0.173421892,2.231624676,0.070164943,2.142396015,0.055861344
3.102392527,3,2,0.935252051,2.112301756,0.104028417,2.138878029,0.133052283,2.529174632,0.046328236,2.428048817,0.036918267
3.467379883,3,2,0.997937166,2.360807845,0.124671778,2.390510738,0.103458161,2.826724589,0.059840254,2.713701619,0.063553334
3.83236724,3,2,0.973740792,2.609313934,0.064996629,2.642143447,0.066038256,3.124274546,0.024033625,2.999354422,0.020942736
4.197354596,3,2,0.989848089,2.857820023,0.022637595,2.893776157,0.025585146,3.421824503,0.011943592,3.285007224,0.005888798
4.471095113,3,2,1,3.04419959,0,3.082500689,0,3.64498697,0,3.499246825,0
0.053899492,4,2,-0.151481297,0.038428927,0.848907278,0.037071695,0.564433452,0.043268372,0.284036325,0.042558209,0.701223612
0.089832487,4,2,-0.109346081,0.064048211,0.865465638,0.061786159,0.614514439,0.072113954,0.271059231,0.070930348,0.774443958
0.125765482,4,2,-0.126071687,0.089667496,0.830940918,0.086500622,0.698753167,0.100959535,0.4387567,0.099302487,0.788504816
0.161698476,4,2,-0.115302098,0.11528678,0.842205919,0.111215085,0.703537725,0.129805117,0.439200237,0.127674626,0.729839689
0.215597968,4,2,-0.0661049,0.153715707,0.901775777,0.14828678,0.803510348,0.173073489,0.587291864,0.170232835,0.83542996
0.269497461,4,2,-0.028454818,0.192144634,0.838679515,0.185358476,0.806813957,0.216341862,0.605236309,0.212791044,0.765917103
0.359329947,4,2,0.010857365,0.256192846,0.820923849,0.247144634,0.816213081,0.288455815,0.597027156,0.283721392,0.828944679
0.449162434,4,2,0.057352438,0.320241057,0.90188148,0.308930793,0.85847817,0.360569769,0.780862796,0.35465174,0.818469485
0.538994921,4,2,0.171375584,0.384289268,0.908736659,0.370716951,0.89042565,0.432683723,0.759462171,0.425582088,0.829182365
0.628827408,4,2,0.179205123,0.44833748,1,0.43250311,1,0.504797677,1,0.496512436,0.960499281
0.718659895,4,2,0.274289701,0.512385691,0.870952326,0.494289268,0.911154953,0.576911631,0.745656396,0.567442784,0.833241276
0.808492382,4,2,0.354383743,0.576433902,0.962098408,0.556075427,0.969185756,0.649025585,0.811648973,0.638373132,1
0.898324869,4,2,0.405298372,0.640482114,0.936832294,0.617861585,0.879305943,0.721139538,0.715633419,0.709303481,0.910750243
1.077989842,4,2,0.572640822,0.768578537,0.838319562,0.741433902,0.761317318,0.865367446,0.556263611,0.851164177,0.747804665
1.257654816,4,2,0.685664186,0.896674959,0.669439007,0.865006219,0.617900471,1.009595354,0.389834088,0.993024873,0.509115475
1.43731979,4,2,0.772021151,1.024771382,0.493349755,0.988578537,0.508833212,1.153823262,0.219292095,1.134885569,0.323724219
1.616984764,4,2,0.829112613,1.152867805,0.338718418,1.112150854,0.413263983,1.298051169,0.120598884,1.276746265,0.193262398
1.796649737,4,2,0.843305394,1.280964228,0.294031795,1.235723171,0.29268413,1.442279077,0.085434906,1.418606961,0.240239868
1.976314711,4,2,0.861158773,1.40906065,0.239192605,1.359295488,0.244255201,1.586506985,0.073449757,1.560467657,0.201761182
2.335644659,4,2,0.890785373,1.665253496,0.174531144,1.606440122,0.185366516,1.8749628,0.059007324,1.844189049,0.101239518
2.694974606,4,2,0.923294089,1.921446342,0.123490231,1.853584756,0.135345397,2.163418615,0.039475845,2.127910442,0.054855434
3.054304554,4,2,0.941169437,2.177639187,0.094761334,2.10072939,0.105005583,2.451874431,0.033851136,2.411631834,0.033040645
3.413634501,4,2,0.946695588,2.433832033,0.065872099,2.347874024,0.055740622,2.740330246,0.013923499,2.695353226,0.037763651
3.772964449,4,2,0.979557963,2.690024878,0.029166187,2.595018658,0.026277653,3.028786062,0.00816368,2.979074618,0.010142047
4.132294396,4,2,0.991486185,2.946217724,0.000705821,2.842163293,0.012052363,3.317241877,0.001195008,3.262796011,0.001509103
4.401791857,4,2,1,3.138362358,0,3.027521768,0,3.533583739,0,3.475587055,0
0.055712381,6,2,0,0.037125078,0.78844306,0.036270381,0.721130818,0.048041658,0.420483045,0.050745148,0.598161718
0.092853968,6,2,0.015621559,0.061875131,0.804352569,0.060450635,0.781182967,0.08006943,0.44144729,0.084575246,0.640623324
0.129995555,6,2,-0.002646361,0.086625183,0.820342611,0.084630889,0.796554019,0.112097202,0.541641265,0.118405344,0.645196534
0.167137142,6,2,0.041090483,0.111375235,0.87672209,0.108811143,0.839883619,0.144124974,0.690300302,0.152235443,0.712919679
0.222849523,6,2,0.08766734,0.148500314,0.919870448,0.145081524,0.878514467,0.192166632,0.758987636,0.202980591,0.733439006
0.278561904,6,2,0.089223806,0.185625392,0.915212619,0.181351905,0.943539809,0.24020829,0.780981591,0.253725738,0.795874086
0.371415872,6,2,0.131448335,0.247500523,0.90261676,0.241802539,1,0.32027772,0.960986094,0.338300984,1
0.46426984,6,2,0.18153628,0.309375654,0.991658222,0.302253174,0.922501507,0.40034715,0.926022069,0.42287623,0.820027319
0.557123808,6,2,0.239848731,0.371250784,0.966235759,0.362703809,0.926456769,0.48041658,0.820205797,0.507451476,0.790449146
0.649977776,6,2,0.321095966,0.433125915,0.881814708,0.423154444,0.857010616,0.56048601,0.761737507,0.592026722,0.65854295
0.742831744,6,2,0.36235498,0.495001046,1,0.483605079,0.995369195,0.64055544,1,0.676601968,0.812062425
0.835685712,6,2,0.41283951,0.556876177,0.891293098,0.544055714,0.941311351,0.72062487,0.862816489,0.761177214,0.713166362
0.92853968,6,2,0.44432301,0.618751307,0.879311793,0.604506349,0.887241367,0.8006943,0.77807534,0.84575246,0.66592416
1.114247617,6,2,0.589013923,0.742501569,0.730173808,0.725407618,0.730122567,0.96083316,0.521609929,1.014902953,0.483968886
1.299955553,6,2,0.65747339,0.86625183,0.672213475,0.846308888,0.614797558,1.12097202,0.403582937,1.184053445,0.388734822
1.485663489,6,2,0.707443612,0.990002092,0.536943029,0.967210158,0.545798257,1.28111088,0.298828833,1.353203937,0.278474329
1.671371425,6,2,0.76947207,1.113752353,0.377068452,1.088111428,0.376932929,1.441249739,0.120548858,1.522354429,0.162244506
1.857079361,6,2,0.786160967,1.237502615,0.339361175,1.209012697,0.322810939,1.601388599,0.100443128,1.691504921,0.13247837
2.042787297,6,2,0.827472527,1.361252876,0.278662092,1.329913967,0.278314709,1.761527459,0.087058844,1.860655413,0.099206469
2.414203169,6,2,0.858110887,1.608753399,0.195268312,1.571716506,0.207745784,2.081805179,0.052636933,2.198956397,0.061475034
2.785619041,6,2,0.895479282,1.856253922,0.13722987,1.813519046,0.158042314,2.402082899,0.046848447,2.537257381,0.040048662
3.157034914,6,2,0.924552734,2.103754445,0.102588244,2.055321585,0.109814912,2.722360619,0.035519904,2.875558365,0.025990481
3.528450786,6,2,0.951077803,2.351254968,0.071121719,2.297124125,0.082292864,3.042638339,0.017238184,3.21385935,0.043098123
3.899866658,6,2,0.972089295,2.598755491,0.05916366,2.538926664,0.058826675,3.362916059,0.017928004,3.552160334,0.014257576
4.27128253,6,2,0.992484221,2.846256014,0.014155275,2.780729204,0.019678062,3.683193779,0.003201091,3.890461318,0.0032043
4.549844434,6,2,1,3.031881406,0,2.962081108,0,3.923402069,0,4.144187056,0
0.054105522,8,2,0.034036783,0.036244642,0.814731393,0.034462226,0.758835272,0.048900958,0.389389424,0.045438504,0.671340013
0.09017587,8,2,0,0.060407737,0.846823556,0.057437043,0.841518791,0.081501596,0.494979641,0.075730839,0.731864358
0.126246218,8,2,0.045358135,0.084570832,0.834588358,0.08041186,0.8662141,0.114102235,0.492283118,0.106023175,0.716770515
0.162316566,8,2,0.072957248,0.108733927,0.902321194,0.103386677,0.902763968,0.146702874,0.692084225,0.136315511,0.777644634
0.216422089,8,2,0.085402701,0.144978569,0.864275652,0.137848903,0.977922148,0.195603831,0.626581143,0.181754015,0.81342956
0.270527611,8,2,0.09314702,0.181223211,0.945413144,0.172311129,0.992744636,0.244504789,0.835414344,0.227192518,1
0.360703481,8,2,0.13732896,0.241630948,0.976186044,0.229748171,0.987907589,0.326006386,0.862028235,0.302923358,0.857228098
0.450879351,8,2,0.204939413,0.302038685,0.950177601,0.287185214,0.972922267,0.407507982,0.724454014,0.378654197,0.844056834
0.541055222,8,2,0.246651818,0.362446422,0.981058273,0.344622257,0.991771232,0.489009579,1,0.454385037,0.85832829
0.631231092,8,2,0.325210001,0.422854159,1,0.4020593,0.950157594,0.570511175,0.845946416,0.530115876,0.838451629
0.721406962,8,2,0.339434598,0.483261896,0.991545219,0.459496343,1,0.652012771,0.926090332,0.605846715,0.866705966
0.811582832,8,2,0.372377712,0.543669633,0.970870217,0.516933386,0.958882234,0.733514368,0.873335888,0.681577555,0.842498557
0.901758703,8,2,0.453519791,0.60407737,0.917758033,0.574370428,0.89395634,0.815015964,0.795552194,0.757308394,0.73737343
1.082110443,8,2,0.538848332,0.724892844,0.806500805,0.689244514,0.741890363,0.978019157,0.520144028,0.908770073,0.579510673
1.262462184,8,2,0.609095454,0.845708318,0.665328084,0.8041186,0.676843893,1.14102235,0.393940208,1.060231752,0.447505525
1.442813924,8,2,0.671522729,0.966523792,0.641213195,0.918992685,0.622484252,1.304025543,0.406775953,1.211693431,0.538533078
1.623165665,8,2,0.730338232,1.087339266,0.417574858,1.033866771,0.448792944,1.467028736,0.207166872,1.36315511,0.211924949
1.803517405,8,2,0.771722004,1.20815474,0.350836079,1.148740857,0.323379988,1.630031929,0.115074766,1.514616789,0.154233857
1.983869146,8,2,0.792585927,1.328970214,0.2989433,1.263614942,0.318096318,1.793035121,0.089178306,1.666078467,0.126289654
2.344572627,8,2,0.839216451,1.570601162,0.217297391,1.493363114,0.237042788,2.119041507,0.067295246,1.969001825,0.079902695
2.705276108,8,2,0.881533844,1.81223211,0.166455692,1.723111285,0.179656939,2.445047893,0.051965771,2.271925183,0.055614415
3.065979589,8,2,0.912399858,2.053863058,0.128617698,1.952859456,0.127211343,2.771054279,0.045880662,2.574848541,0.038854409
3.42668307,8,2,0.947844676,2.295494006,0.101725318,2.182607628,0.07618407,3.097060664,0.034122146,2.877771898,0.090419768
3.787386551,8,2,0.97037504,2.537124954,0.06083225,2.412355799,0.043257539,3.42306705,0.008661371,3.180695256,0.019214757
4.148090032,8,2,0.988458575,2.778755902,0.038793355,2.642103971,0.019324545,3.749073436,0.006349414,3.483618614,0.008410424
4.418617643,8,2,1,2.959979113,0,2.814415099,0,3.993578225,0,3.710811132,0
0.042280568,10,2,0,0.030459226,0.756525652,0.032741309,0.668205579,0.040697919,0.297898286,0.035533014,0.762890285
0.070467614,10,2,0.016641548,0.050765376,0.779162146,0.054568849,0.728284774,0.067829864,0.389883695,0.059221691,0.798149226
0.09865466,10,2,0.021298929,0.071071527,0.812347598,0.076396388,0.799710303,0.09496181,0.474584371,0.082910367,0.792401202
0.126841705,10,2,0.053379282,0.091377678,0.843625338,0.098223927,0.811734559,0.122093756,0.460376371,0.106599043,0.855869346
0.169122274,10,2,0.050825429,0.121836904,0.806891931,0.130965237,0.904213826,0.162791675,0.556263027,0.142132057,0.835983772
0.211402842,10,2,0.043853467,0.152296129,0.852803779,0.163706546,0.954600452,0.203489593,0.567529275,0.177665072,0.850919493
0.281870456,10,2,0.080708683,0.203061506,0.875198032,0.218275394,0.938293765,0.271319458,0.782351312,0.236886762,0.89124608
0.35233807,10,2,0.144459536,0.253826882,0.981869782,0.272844243,1,0.339149322,0.993222286,0.296108453,0.988010324
0.422805684,10,2,0.163150106,0.304592259,0.959403575,0.327413091,0.949767007,0.406979187,0.860901962,0.355330143,0.946496674
0.493273298,10,2,0.241121623,0.355357635,1,0.38198194,0.994889462,0.474809051,0.90047589,0.414551834,1
0.563740912,10,2,0.269031346,0.406123012,0.98572082,0.436550789,0.981748407,0.542638916,1,0.473773524,0.966883932
0.634208526,10,2,0.283989919,0.456888388,0.943606421,0.491119637,0.929580653,0.61046878,0.887740254,0.532995215,0.861242949
0.70467614,10,2,0.339907522,0.507653765,0.899074669,0.545688486,0.88584072,0.678298645,0.897048591,0.592216905,0.813150146
0.845611368,10,2,0.424422128,0.609184518,0.879060378,0.654826183,0.904819719,0.813958374,0.87963007,0.710660286,0.797948944
0.986546596,10,2,0.489810453,0.710715271,0.766001197,0.76396388,0.729200299,0.949618103,0.560084292,0.829103667,0.608612489
1.127481824,10,2,0.596554155,0.812246024,0.622394716,0.873101577,0.585497862,1.085277832,0.398299619,0.947547048,0.625042164
1.268417052,10,2,0.644206172,0.913776777,0.546498644,0.982239274,0.513548759,1.22093756,0.296341252,1.06599043,0.342685952
1.40935228,10,2,0.682016473,1.01530753,0.491744923,1.091376972,0.430293131,1.356597289,0.18744276,1.184433811,0.284021339
1.550287508,10,2,0.720758276,1.116838283,0.417645931,1.200514669,0.365823308,1.492257018,0.136386987,1.302877192,0.214292033
1.832157964,10,2,0.794386469,1.319899789,0.289937455,1.418790063,0.275426251,1.763576476,0.089268201,1.539763954,0.129718341
2.11402842,10,2,0.855607572,1.522961294,0.218118744,1.637065457,0.215467394,2.034895934,0.062931876,1.776650716,0.085886107
2.395898876,10,2,0.888550669,1.7260228,0.166936085,1.855340852,0.143740543,2.306215392,0.041722232,2.013537478,0.057967906
2.677769332,10,2,0.923932488,1.929084306,0.103181693,2.073616246,0.096754264,2.57753485,0.031847852,2.25042424,0.159502804
2.959639788,10,2,0.963976521,2.132145812,0.058892055,2.29189164,0.050959202,2.848854308,0.012606535,2.487311002,0.022645074
3.241510244,10,2,0.983737709,2.335207318,0.03029354,2.510167035,0.036062376,3.120173766,0.00709846,2.724197764,0.011966741
3.452913086,10,2,1,2.487503448,0,2.67387358,0,3.323663359,0,2.901862836,0
0.036623889,12,2,0.007020635,0.030363501,0.767388052,0.030981431,0.646054277,0.035710886,0.380732013,0.035121192,0.624598866
0.061039815,12,2,0,0.050605834,0.745947386,0.051635718,0.663416113,0.059518144,0.330285325,0.058535321,0.586457626
0.085455741,12,2,0.044237101,0.070848168,0.805062792,0.072290005,0.721167891,0.083325402,0.381689995,0.081949449,0.63162905
0.109871668,12,2,0.019833167,0.091090502,0.759920626,0.092944293,0.797913311,0.107132659,0.407923412,0.105363577,0.643631499
0.146495557,12,2,0.056729532,0.121454002,0.798048676,0.123925724,0.839025499,0.142843545,0.405988211,0.14048477,0.673694244
0.183119446,12,2,0.074312897,0.151817503,0.837170158,0.154907155,0.890231029,0.178554432,0.536055993,0.175605962,0.830973656
0.244159261,12,2,0.077845202,0.202423337,0.885780029,0.206542873,0.920837555,0.238072576,0.583749122,0.234141283,0.731622214
0.305199077,12,2,0.127643973,0.253029171,0.842249787,0.258178591,0.972854331,0.29759072,0.664501655,0.292676604,0.747244611
0.366238892,12,2,0.142970898,0.303635006,0.903569156,0.309814309,0.964699432,0.357108864,0.663241684,0.351211924,0.749164539
0.427278707,12,2,0.169875583,0.35424084,0.931629391,0.361450027,0.976501104,0.416627008,0.798896113,0.409747245,1
0.488318523,12,2,0.221749929,0.404846674,1,0.413085746,1,0.476145152,1,0.468282566,0.807665589
0.549358338,12,2,0.243262143,0.455452509,0.867419773,0.464721464,0.998253144,0.535663296,0.85686733,0.526817886,0.724821498
0.610398153,12,2,0.277496962,0.506058343,0.892549473,0.516357182,0.914687261,0.59518144,0.827220701,0.585353207,0.682103858
0.732477784,12,2,0.371840688,0.607270011,0.868688134,0.619628618,0.894376461,0.714217727,0.78246431,0.702423849,0.640933117
0.854557415,12,2,0.459618917,0.70848168,0.790712899,0.722900055,0.80864065,0.833254015,0.794706971,0.81949449,0.53478
0.976637045,12,2,0.489677081,0.809693349,0.721241058,0.826171491,0.699492597,0.952290303,0.550590793,0.936565131,0.650591439
1.098716676,12,2,0.543617954,0.910905017,0.620516139,0.929442928,0.61353452,1.071326591,0.432283029,1.053635773,0.37267116
1.220796307,12,2,0.638793434,1.012116686,0.465848496,1.032714364,0.466889638,1.190362879,0.241678399,1.170706414,0.254766486
1.342875938,12,2,0.676825258,1.113328354,0.447319459,1.1359858,0.430506689,1.309399167,0.240011265,1.287777056,0.215661715
1.587035199,12,2,0.763603984,1.315751692,0.294994303,1.342528673,0.291581149,1.547471743,0.136075946,1.521918339,0.124491951
1.83119446,12,2,0.828209109,1.518175029,0.207394032,1.549071546,0.210260914,1.785544319,0.066499275,1.756059621,0.072916993
2.075353722,12,2,0.862155492,1.720598366,0.17047866,1.755614419,0.162382171,2.023616894,0.050064741,1.990200904,0.054473634
2.319512983,12,2,0.894619863,1.923021703,0.115441975,1.962157291,0.090128606,2.26168947,0.024311819,2.224342187,0.037293978
2.563672244,12,2,0.944614761,2.12544504,0.098450115,2.168700164,0.074221242,2.499762046,0.036129178,2.45848347,0.02760175
2.807831506,12,2,0.987960466,2.327868377,0.023930807,2.375243037,0.016369745,2.737834622,0.00957909,2.692624753,0.005786864
2.990950952,12,2,1,2.47968588,0,2.530150192,0,2.916389054,0,2.868230715,0
0.033024887,2,3,-0.146922907,0.025272258,0.421416494,0.024724892,0.203890711,0.028091467,0,0.027119369,0.213171165
0.055041479,2,3,-0.143540741,0.04212043,0.510846544,0.041208153,0.245635999,0.046819112,0.019617889,0.045198948,0.290338695
0.077058071,2,3,-0.121035778,0.058968602,0.472641119,0.057691414,0.271741083,0.065546757,0.021189293,0.063278528,0.241730962
0.099074662,2,3,-0.178903105,0.075816774,0.410539399,0.074174676,0.249632147,0.084274402,0.007133382,0.081358107,0.210871432
0.13209955,2,3,-0.180069955,0.101089032,0.488689967,0.098899567,0.316342471,0.112365869,0.03777118,0.108477476,0.267067307
0.165124437,2,3,-0.150988831,0.12636129,0.54115427,0.123624459,0.337716861,0.140457337,-0.05362677,0.135596845,0.292207849
0.220165916,2,3,-0.137382782,0.16848172,0.505632394,0.164832612,0.366481362,0.187276449,0.023469424,0.180795794,0.319325065
0.275207395,2,3,-0.166044339,0.21060215,0.470115672,0.206040765,0.400890777,0.234095561,0.068073263,0.225994742,0.274478234
0.330248874,2,3,-0.135351432,0.25272258,0.505251239,0.247248918,0.454346447,0.280914673,0.118203572,0.271193691,0.307842858
0.385290354,2,3,-0.10921944,0.29484301,0.528694721,0.288457072,0.485379526,0.327733786,0.14143222,0.316392639,0.336984185
0.440331833,2,3,-0.012846826,0.33696344,0.521867396,0.329665225,0.477205337,0.374552898,0.158753073,0.361591587,0.343003254
0.495373312,2,3,-0.080546632,0.37908387,0.642753122,0.370873378,0.590786442,0.42137201,0.21547136,0.406790536,0.454541051
0.550414791,2,3,-0.067352872,0.4212043,0.62811168,0.412081531,0.59495281,0.468191122,0.249917904,0.451989484,0.572699999
0.660497749,2,3,0.057029389,0.505445159,0.683001682,0.494497837,0.736384463,0.561829347,0.400253266,0.542387381,0.573944733
0.770580707,2,3,0.160078112,0.589686019,0.769473943,0.576914143,0.872945337,0.655467571,0.554075376,0.632785278,0.699504197
0.880663665,2,3,0.300658268,0.673926879,0.881608273,0.659330449,1,0.749105796,0.865806445,0.723183175,0.887127264
0.990746623,2,3,0.487682384,0.758167739,1,0.741746755,0.94802529,0.84274402,1,0.813581072,1
1.100829582,2,3,0.634219121,0.842408599,0.873140544,0.824163061,0.824969869,0.936382244,0.793516331,0.903978969,0.816598149
1.21091254,2,3,0.809535937,0.926649459,0.623073012,0.906579368,0.602268422,1.030020469,0.361493104,0.994376865,0.509011665
1.431078456,2,3,0.892294239,1.095131179,0.340381808,1.07141198,0.421824652,1.217296918,0.119888204,1.175172659,0.219267378
1.651244372,2,3,0.92943749,1.263612899,0.226314991,1.236244592,0.254309103,1.404573367,0.082317638,1.355968453,0.103305009
1.871410289,2,3,0.953738538,1.432094618,0.155023464,1.401077204,0.154994237,1.591849816,0.065217369,1.536764247,0.058588758
2.091576205,2,3,0.970369927,1.600576338,0.106327843,1.565909817,0.096109164,1.779126264,0.043505635,1.71756004,0.047024331
2.311742121,2,3,0.991261895,1.769058058,0.123177999,1.730742429,0.073405969,1.966402713,0.019281133,1.898355834,0.057573449
2.531908038,2,3,0.993997798,1.937539778,0.004980693,1.895575041,0.022889692,2.153679162,0.009066802,2.079151628,0.002334129
2.697032475,2,3,1,2.063901068,0,2.019199501,0,2.294136499,0.007210309,2.214748473,0
0.032483969,3,3,-0.258378968,0.024811348,0.558308226,0.023624105,0.368095671,0.026036901,0.088737653,0.02735918,0.33613552
0.054139948,3,3,-0.281465942,0.041352246,0.513898406,0.039373508,0.380005601,0.043394835,0.155747729,0.045598634,0.330170223
0.075795927,3,3,-0.257055345,0.057893145,0.543672189,0.055122911,0.417763494,0.060752769,0.207075362,0.063838088,0.346052577
0.097451906,3,3,-0.236606456,0.074434043,0.589184649,0.070872314,0.430459521,0.078110703,0.147634114,0.082077541,0.3762745
0.129935874,3,3,-0.230604619,0.099245391,0.577578734,0.094496418,0.464987495,0.104147604,0.181121931,0.109436721,0.384602321
0.162419843,3,3,-0.237315146,0.124056738,0.623669884,0.118120523,0.484975643,0.130184505,0.257824307,0.136795902,0.515944781
0.21655979,3,3,-0.160977351,0.165408984,0.773320144,0.15749403,0.634782304,0.173579341,0.515991475,0.182394536,0.551259529
0.270699738,3,3,-0.158684626,0.206761231,0.702180128,0.196867538,0.619279599,0.216974176,0.352469942,0.22799317,0.503614535
0.324839686,3,3,-0.14117499,0.248113477,0.770893793,0.236241045,0.650411567,0.260369011,0.407136459,0.273591804,0.569206013
0.378979633,3,3,-0.091202192,0.289465723,0.770053447,0.275614553,0.731124043,0.303763846,0.526133601,0.319190438,0.63095792
0.433119581,3,3,-0.05044917,0.330817969,0.818497118,0.31498806,0.756707019,0.347158681,0.478688961,0.364789072,0.618329179
0.487259528,3,3,0,0.372170215,0.867188298,0.354361568,0.821403068,0.390553516,0.634864779,0.410387706,0.68683182
0.541399476,3,3,0.084948161,0.413522461,0.813007048,0.393735075,0.835321627,0.433948351,0.570332863,0.455986339,0.715547328
0.649679371,3,3,0.107173269,0.496226953,0.867672523,0.47248209,0.899045454,0.520738022,0.717671055,0.547183607,0.780378902
0.757959266,3,3,0.233212678,0.578931446,0.936482513,0.551229105,0.960519923,0.607527692,0.812625203,0.638380875,0.899952242
0.866239161,3,3,0.33612404,0.661635938,1,0.62997612,0.975115696,0.694317362,0.856246578,0.729578143,1
0.974519057,3,3,0.460162882,0.74434043,0.992288539,0.708723135,1,0.781107032,1,0.820775411,0.934558496
1.082798952,3,3,0.629448567,0.827044922,0.847808848,0.78747015,0.900654889,0.867896703,0.859681906,0.911972679,0.746291649
1.191078847,3,3,0.737477291,0.909749415,0.653877723,0.866217165,0.725195517,0.954686373,0.606186222,1.003169947,0.491130806
1.407638637,3,3,0.883438032,1.075158399,0.371854534,1.023711195,0.460087145,1.128265714,0.199427029,1.185564483,0.212191557
1.624198428,3,3,0.920826113,1.240567383,0.205727704,1.181205225,0.296678425,1.301845054,0.091598483,1.367959018,0.096290824
1.840758218,3,3,0.952473608,1.405976368,0.093259956,1.338699256,0.186665431,1.475424395,0.035751605,1.550353554,0.040234596
2.057318008,3,3,0.968047299,1.571385352,0.082491669,1.496193286,0.093656885,1.649003735,0.027458112,1.73274809,0.041838127
2.273877799,3,3,0.986075464,1.736794337,0.029617132,1.653687316,0.056632836,1.822583076,0.016286954,1.915142626,0.008609154
2.490437589,3,3,0.994592548,1.902203321,0,1.811181346,0.013520032,1.996162416,0.002659458,2.097537162,0.000898494
2.652857432,3,3,1,2.02626006,0.001015867,1.929301868,0,2.126346922,0,2.234333063,0
0.032572346,4,3,-0.255652249,0.024162903,0.523821269,0.022380853,0.466342239,0.027621461,0.152300424,0.026391521,0.432656976
0.054287243,4,3,-0.236994143,0.040271504,0.575708997,0.037301421,0.491641819,0.046035768,0.237970168,0.043985868,0.454602518
0.07600214,4,3,-0.233045967,0.056380106,0.567271655,0.05222199,0.480510295,0.064450075,0.228877461,0.061580216,0.445107529
0.097717037,4,3,-0.222882457,0.072488708,0.559580334,0.067142558,0.511798266,0.082864382,0.289991255,0.079174563,0.422921842
0.130289383,4,3,-0.223495111,0.09665161,0.55104052,0.089523411,0.553973467,0.110485843,0.250418922,0.105566084,0.44809049
0.162861729,4,3,-0.17500996,0.120814513,0.634910361,0.111904264,0.645431981,0.138107304,0.430016723,0.131957605,0.602960698
0.217148972,4,3,-0.157828409,0.161086017,0.689091691,0.149205685,0.747445982,0.184143072,0.479685317,0.175943473,0.734222578
0.271436215,4,3,-0.136462394,0.201357521,0.758548413,0.186507107,0.789867293,0.230178839,0.592012044,0.219929341,0.711467449
0.325723458,4,3,-0.12436004,0.241629025,0.783402916,0.223808528,0.780972283,0.276214607,0.524458501,0.263915209,0.694613661
0.3800107,4,3,-0.054697223,0.281900529,0.790765125,0.261109949,0.827090668,0.322250375,0.703683833,0.307901078,0.756226872
0.434297943,4,3,-0.025607913,0.322172034,0.85441801,0.298411371,0.936343052,0.368286143,0.64060531,0.351886946,0.867548259
0.488585186,4,3,0.006021584,0.362443538,0.895419455,0.335712792,0.935687745,0.414321911,0.731929826,0.395872814,0.916448822
0.542872429,4,3,0.041554864,0.402715042,0.858809412,0.373014213,0.980856729,0.460357679,0.741271495,0.439858682,0.88168586
0.651446915,4,3,0.178880134,0.48325805,0.921744054,0.447617056,0.941312455,0.552429215,0.792095252,0.527830419,0.991722697
0.760021401,4,3,0.268908882,0.563801059,1,0.522219898,0.971362307,0.644500751,1,0.615802155,1
0.868595887,4,3,0.395999103,0.644344067,0.93789077,0.596822741,1,0.736572286,0.929932296,0.703773892,0.963904898
0.977170373,4,3,0.470487257,0.724887075,0.926993118,0.671425584,0.940963294,0.828643822,0.879573878,0.791745628,0.92856017
1.085744858,4,3,0.610845697,0.805430084,0.820643477,0.746028426,0.876056827,0.920715358,0.694306374,0.879717365,0.813223691
1.194319344,4,3,0.735585339,0.885973092,0.659307577,0.820631269,0.713575323,1.012786894,0.468662595,0.967689101,0.546602486
1.411468316,4,3,0.842358207,1.047059109,0.434253478,0.969836954,0.538663716,1.196929965,0.263981273,1.143632574,0.29283662
1.628617288,4,3,0.901567981,1.208145126,0.265183698,1.119042639,0.347408287,1.381073037,0.112459278,1.319576047,0.137330186
1.845766259,4,3,0.946887646,1.369231142,0.120921145,1.268248325,0.196263712,1.565216108,0.028759246,1.49551952,0.053750179
2.062915231,4,3,0.970934685,1.530317159,0.065842395,1.41745401,0.134524836,1.74935918,0.024994762,1.671462993,0.026642384
2.280064203,4,3,0.987805447,1.691403176,0.037278359,1.566659695,0.073375032,1.933502252,0.011427098,1.847406466,0.013711543
2.497213175,4,3,1,1.852489193,0.016268511,1.715865381,0.026301501,2.117645323,0.002655292,2.023349939,0.004189644
2.660074903,4,3,0.999480575,1.973303705,0,1.827769645,0,2.255752627,0,2.155307544,0
