z*,x/D,Run,u*,z*,RMS_u*,z*,RMS_w*,z*,RSS_uw*,z*,k*
0.798693135,8,4,0.397434818,0.528373958,0.930139874,0.533628432,0.921230885,0.670002107,0.864499519,0.583617646,0.924552741
0.912792154,8,4,0.418912129,0.603855952,1,0.609861065,0.797725422,0.765716694,0.903979555,0.666991595,1
1.026891173,8,4,0.525004034,0.679337946,0.865383258,0.686093698,0.852950418,0.861431281,0.88014251,0.750365544,0.836137372
1.140990192,8,4,0.592182636,0.75481994,0.792193705,0.762326331,0.804912042,0.957145868,0.752699137,0.833739494,0.716908615
1.255089211,8,4,0.656567235,0.830301934,0.746098509,0.838558964,0.74484751,1.052860454,0.568753568,0.917113443,0.634960227
1.48328725,8,4,0.775966818,0.981265922,0.52670959,0.99102423,0.508298717,1.244289628,0.319768974,1.083861342,0.363452577
1.711485288,8,4,0.85562634,1.13222991,0.311476892,1.143489496,0.367334087,1.435718801,0.171667982,1.250609241,0.165171062
1.939683327,8,4,0.912463888,1.283193898,0.170708243,1.295954762,0.244834068,1.627147975,0.092351065,1.417357139,0.079042441
2.167881365,8,4,0.967198508,1.434157886,0.189144575,1.448420029,0.200808139,1.818577148,0.023168689,1.584105038,0.076057374
2.396079404,8,4,0.984387119,1.585121874,0.081718817,1.600885295,0.092215155,2.010006322,0.033289714,1.750852937,0.034918738
2.624277442,8,4,0.989024085,1.736085862,0.014590075,1.753350561,0.016915739,2.201435495,0.015092162,1.917600836,0.004985068
2.795425971,8,4,1,1.849308853,0,1.867699511,0,2.345007376,0,2.04266176,0
0.030881011,10,4,0.006108571,0.020826023,0.67434493,0.019905465,0.473610423,0.023333276,0.088219126,0.024326721,0.518692933
0.051468352,10,4,0.021651954,0.034710038,0.667427995,0.033175775,0.539379187,0.038888794,0.141255961,0.040544535,0.515972765
0.072055693,10,4,0,0.048594054,0.769189697,0.046446084,0.549537609,0.054444311,0.273255773,0.056762349,0.588477404
0.092643034,10,4,0.027374975,0.062478069,0.723069014,0.059716394,0.585054911,0.069999828,0.226742333,0.072980163,0.565147214
0.123524045,10,4,0.046817162,0.083304092,0.662297963,0.079621859,0.636194378,0.093333104,0.328422992,0.097306884,0.53407746
0.154405056,10,4,0.054334183,0.104130115,0.722541687,0.099527324,0.713642671,0.116666381,0.332774479,0.121633605,0.589014219
0.205873408,10,4,0.066230755,0.138840153,0.709030506,0.132703098,0.729181918,0.155555174,0.392496388,0.16217814,0.581914502
0.25734176,10,4,0.085050652,0.173550192,0.747522857,0.165878873,0.799415263,0.194443968,0.420323899,0.202722675,0.614888997
0.308810112,10,4,0.111840557,0.20826023,0.828138446,0.199054648,0.799435684,0.233332761,0.555697095,0.24326721,0.636683167
0.360278465,10,4,0.126273138,0.242970268,0.857565922,0.232230422,0.841638097,0.272221555,0.545699713,0.283811744,0.699306814
0.411746817,10,4,0.156674877,0.277680306,0.799806131,0.265406197,0.853888168,0.311110348,0.566198272,0.324356279,0.672090994
0.463215169,10,4,0.177129002,0.312390345,0.8917676,0.298581972,0.937096494,0.349999142,0.71477389,0.364900814,0.756148323
0.514683521,10,4,0.194289176,0.347100383,0.938442625,0.331757746,1,0.388887935,0.88183998,0.405445349,0.804050159
0.617620225,10,4,0.220567459,0.41652046,0.96040034,0.398109295,0.966737439,0.466665522,0.900472445,0.486534419,0.810360764
0.720556929,10,4,0.30366478,0.485940536,0.972675703,0.464460845,0.95990252,0.544443109,0.971557263,0.567623489,0.831351584
0.823493633,10,4,0.384053714,0.555360613,0.994216901,0.530812394,0.933972271,0.622220696,1,0.648712559,1
0.926430337,10,4,0.445302198,0.62478069,1,0.597163943,0.874325013,0.699998283,0.936491891,0.729801629,0.764641091
1.029367042,10,4,0.519446665,0.694200766,0.945652757,0.663515492,0.749537148,0.77777587,0.714189034,0.810890698,0.686098898
1.132303746,10,4,0.581581159,0.763620843,0.915022212,0.729867042,0.84512207,0.855553458,0.789732744,0.891979768,0.666549955
1.338177154,10,4,0.694649865,0.902460996,0.638804703,0.86257014,0.665509214,1.011108632,0.477718163,1.054157908,0.416497151
1.544050562,10,4,0.794239468,1.041301149,0.441225627,0.995273239,0.505255273,1.166663806,0.252759867,1.216336048,0.255432543
1.749923971,10,4,0.870776743,1.180141302,0.294371651,1.127976337,0.357714296,1.32221898,0.136298208,1.378514187,0.139525343
1.955797379,10,4,0.905733999,1.318981456,0.214186737,1.260679436,0.233938377,1.477774154,0.087105763,1.540692327,0.09644373
2.161670787,10,4,0.950443238,1.457821609,0.137679611,1.393382534,0.140707067,1.633329328,0.043825167,1.702870467,0.050267193
2.367544196,10,4,0.981612511,1.596661762,0.025598665,1.526085633,0.050812506,1.788884502,0.024039165,1.865048606,0.008381338
2.521949252,10,4,1,1.700791877,0,1.625612957,0,1.905550883,0,1.986682211,0
0.027842827,12,4,0.023543218,0.018731681,0.67515496,0.018316328,0.427907155,0.021674977,0.149322232,0.020342321,0.636512636
0.046404711,12,4,0.006768911,0.031219468,0.641898245,0.030527214,0.475713275,0.036124961,0.214552032,0.033903868,0.642131734
0.064966596,12,4,0.022812169,0.043707255,0.668527507,0.042738099,0.511715233,0.050574946,0.201746521,0.047465416,0.680164413
0.08352848,12,4,0.000825209,0.056195043,0.661190204,0.054948985,0.578401103,0.065024931,0.208144508,0.061026963,0.657682584
0.111371307,12,4,0.019928945,0.074926724,0.713712268,0.073265313,0.602328804,0.086699908,0.237682384,0.081369284,0.709169022
0.139214134,12,4,0,0.093658405,0.661724159,0.091581641,0.61951532,0.108374884,0.246465564,0.101711605,0.661118888
0.185618845,12,4,0.023821445,0.124877873,0.704476182,0.122108855,0.673588776,0.144499846,0.333644133,0.135615474,0.707067576
0.232023556,12,4,0.052858778,0.156097341,0.782490141,0.152636068,0.807299156,0.180624807,0.407974414,0.169519342,0.810982064
0.278428267,12,4,0.086843369,0.187316809,0.786528145,0.183163282,0.849404889,0.216749769,0.364436515,0.203423211,0.81769935
0.324832978,12,4,0.089443682,0.218536277,0.818074156,0.213690496,0.868696537,0.25287473,0.56465975,0.237327079,0.873867656
0.37123769,12,4,0.112236287,0.249755746,0.792968579,0.244217709,0.986799583,0.288999692,0.57573817,0.271230948,0.916830157
0.417642401,12,4,0.135239916,0.280975214,0.833289838,0.274744923,0.966491505,0.325124653,0.616981121,0.305134816,0.893620561
0.464047112,12,4,0.157615318,0.312194682,0.859795468,0.305272137,0.969994656,0.361249615,0.711626259,0.339038685,0.938028394
0.556856534,12,4,0.208354393,0.374633619,0.868230182,0.366326564,0.948051055,0.433499538,0.762836563,0.406846421,0.902298679
0.649665957,12,4,0.250275361,0.437072555,0.913125074,0.427380991,1,0.505749461,0.771501965,0.474654158,1
0.742475379,12,4,0.262791001,0.499511491,0.924105407,0.488435418,0.986499841,0.577999383,0.8455289,0.542461895,0.963327323
0.835284802,12,4,0.409712478,0.561950428,0.903379827,0.549489846,0.975198544,0.650249306,0.757747421,0.610269632,0.970428184
0.928094224,12,4,0.447008373,0.624389364,1,0.610544273,0.943544936,0.722499229,1,0.678077369,0.986134519
1.020903646,12,4,0.515405136,0.686828301,0.89471749,0.6715987,0.870657612,0.794749152,0.720667678,0.745885106,0.856958945
1.206522491,12,4,0.618537595,0.811706174,0.789886748,0.793707555,0.788711309,0.939248998,0.583349425,0.88150058,0.720070884
1.392141336,12,4,0.751603267,0.936584046,0.595561177,0.91581641,0.600731402,1.083748844,0.385097894,1.017116054,0.468212966
1.577760181,12,4,0.823276826,1.061461919,0.407383348,1.037925264,0.454619837,1.22824869,0.233547099,1.152731528,0.26228188
1.763379026,12,4,0.908174476,1.186339792,0.201786126,1.160034119,0.285879219,1.372748536,0.070673684,1.288347001,0.127649572
1.94899787,12,4,0.969630151,1.311217665,0.146161538,1.282142973,0.148068261,1.517248382,0.030296006,1.423962475,0.064850382
2.134616715,12,4,0.994162605,1.436095538,0.000895514,1.404251828,0.032160493,1.661748228,0.008890853,1.559577949,0.005470102
2.273830849,12,4,1,1.529753942,0,1.495833469,0,1.770123112,0,1.661289554,0
