z/h,x/D,Run,Avg_u/Umax,rms_u/k^0.5,rms_w/k^0.5,rss/rssmax,k/kmax
0.333333333,12,2,0.750981585,1.350291513,0.772443776,0.26265526,0.284751597
0.366666667,12,2,0.777200999,1.331560494,0.742622561,0.261034243,0.247220241
0.433333333,12,2,0.83702688,1.052633797,0.595242075,0.159974006,0.15971877
0.5,12,2,0.881566119,1.043122769,0.595049338,0.09232198,0.110218975
0.566666667,12,2,0.904969001,1.035548081,0.575476866,0.076342062,0.0925177
0.633333333,12,2,0.927350172,0.42818015,0.225832154,0.051301523,0.076029283
0.7,12,2,0.961817016,1.174105099,0.618475134,0.062791988,0.06672703
0.766666667,12,2,0.991699858,0.981896544,0.535635523,0.036976334,0.045789884
0.816666667,12,2,1,0.936760217,0.522858125,0.027662223,0.04023586
0.01,2,3,-0.139602768,1.641867646,0.57075247,0.003036576,0.234463942
0.016666667,2,3,-0.136242188,1.868287517,0.630375816,0.022594894,0.309543202
0.023333333,2,3,-0.113880861,1.722819428,0.654285208,0.024161526,0.262250868
0.03,2,3,-0.171378855,1.614551367,0.642660196,0.010148297,0.232226444
0.04,2,3,-0.172538258,1.694703343,0.692675463,0.040693061,0.286901573
0.05,2,3,-0.143642742,1.555482228,0.616145615,-0.050427352,0.311361774
0.066666667,2,3,-0.130123531,1.788898443,0.787785021,0.026434733,0.337745157
0.083333333,2,3,-0.158602159,1.74890428,0.864612848,0.070903129,0.29411195
0.1,2,3,-0.128105146,1.906444118,0.979287046,0.120881214,0.326573676
0.116666667,2,3,-0.102139939,1.963825655,1.024656649,0.144039326,0.354926395
0.133333333,2,3,-0.006382416,1.969360538,1.024392289,0.161307583,0.360782578
0.15,2,3,-0.073650134,2.228219176,1.165363394,0.217853641,0.469301994
0.166666667,2,3,-0.060540581,2.318569348,1.241257782,0.252195585,0.584263383
0.2,2,3,0.06304782,2.535563511,1.508773157,0.402074442,0.585474433
0.233333333,2,3,0.165438843,2.708813985,1.688375846,0.55542946,0.707636068
0.266666667,2,3,0.305121758,2.950899394,1.847771943,0.866213934,0.890181771
0.3,2,3,0.490952208,3.452986104,1.859291247,1,1
0.333333333,2,3,0.636553687,3.664278389,1.964884447,0.794143334,0.82156128
0.366666667,2,3,0.810751558,2.383428214,1.296316491,0.363431978,0.522298551
0.433333333,2,3,0.892981662,1.610334088,1.029326582,0.12256073,0.240395182
0.5,2,3,0.929887849,1.746768457,1.017728445,0.08510425,0.12757093
0.566666667,2,3,0.954033798,1.457849613,0.783031556,0.068055907,0.084064768
0.633333333,2,3,0.970559039,0.356074897,0.181902331,0.046410103,0.072813293
0.7,2,3,0.991317665,1.358968293,0.598929983,0.02225916,0.083076936
0.766666667,2,3,0.994036106,0.929907776,0.522518503,0.012075845,0.029332475
0.816666667,2,3,1,0.930952519,0.471173606,0.01022499,0.027061511
0.01,3,3,-0.237698975,1.96776129,0.876456055,0.099294877,0.360867492
0.016666667,3,3,-0.260406541,1.842502966,0.88816668,0.165528623,0.355124429
0.023333333,3,3,-0.236397104,1.869006256,0.925112231,0.21626161,0.370415094
0.03,3,3,-0.216284268,2.046883341,0.97768192,0.157509006,0.399511112
0.04,3,3,-0.210381065,1.872743027,0.958675967,0.190608857,0.407528684
0.05,3,3,-0.216981312,1.685087452,0.841736521,0.266422616,0.533978041
0.066666667,3,3,-0.141898039,2.392066946,1.247517251,0.521598846,0.567977153
0.083333333,3,3,-0.139642993,2.291596877,1.261199654,0.359971755,0.522107152
0.1,3,3,-0.122421107,2.54452369,1.35577807,0.414004945,0.585255048
0.116666667,3,3,-0.073269554,2.532955907,1.482220955,0.531623473,0.644706416
0.133333333,3,3,-0.03318626,2.688047595,1.542940292,0.484728492,0.632548154
0.15,3,3,0.016433836,2.71735414,1.594058216,0.63909497,0.69849876
0.166666667,3,3,0.099985973,2.737111357,1.712041928,0.575310674,0.726144484
0.2,3,3,0.121845837,2.950158758,1.864154005,0.720941913,0.788560787
0.233333333,3,3,0.245813935,3.044978271,1.914496595,0.814795991,0.903679476
0.266666667,3,3,0.347034069,3.129285516,1.89034307,0.857912001,1
0.3,3,3,0.469034477,3.275479374,2.034012378,1,0.93699649
0.333333333,3,3,0.635538149,3.434756002,2.213423777,0.86130753,0.755743439
0.366666667,3,3,0.741791547,2.401916938,1.578590552,0.610748662,0.510088498
0.433333333,3,3,0.885353593,1.70482359,1.15897081,0.208701886,0.241541006
0.5,3,3,0.922127244,1.716584433,1.194766447,0.102122563,0.129958102
0.566666667,3,3,0.953254649,1.291926011,0.92689068,0.046922687,0.075990224
0.633333333,3,3,0.968572405,0.356179703,0.196935311,0.038725276,0.077534016
0.7,3,3,0.986304298,1.072106952,0.614009891,0.027683538,0.045542973
0.766666667,3,3,0.994681413,1.056538702,0.556189097,0.014213921,0.03811957
0.816666667,3,3,1,1.090794317,0.531566357,0.011585273,0.03725455
0.01,4,3,-0.239778183,1.981958277,1.05702533,0.161425597,0.455092637
0.016666667,4,3,-0.221355955,2.101113971,1.08895674,0.246173138,0.476170339
0.023333333,4,3,-0.217457692,2.028499638,1.045017033,0.23717831,0.467050831
0.03,4,3,-0.207422669,2.078819355,1.132126999,0.297634237,0.44574248
0.04,4,3,-0.208027579,1.908187931,1.114049291,0.258487885,0.469915831
0.05,4,3,-0.160155381,1.799692877,1.06591229,0.436152383,0.618661674
0.066666667,4,3,-0.143191041,2.312617339,1.446955326,0.485286312,0.744732785
0.083333333,4,3,-0.122095137,2.563712229,1.558991115,0.596403884,0.72287751
0.1,4,3,-0.110145782,2.719252756,1.59828151,0.52957753,0.706690207
0.116666667,4,3,-0.041363648,2.728851848,1.668265765,0.706873567,0.765866916
0.133333333,4,3,-0.012642088,2.935419135,1.871218408,0.644474061,0.872786082
0.15,4,3,0.018587546,2.943851369,1.807108353,0.734815502,0.919752865
0.166666667,4,3,0.053671611,3.016813239,1.991286069,0.744056612,0.88636461
0.2,4,3,0.189260803,3.269452309,1.970900073,0.79433327,0.992050025
0.233333333,4,3,0.2781514,3.392591541,1.965938379,1,1
0.266666667,4,3,0.403634935,3.140271707,1.963994105,0.930686549,0.965332284
0.3,4,3,0.477181404,3.27671734,1.965701414,0.880870221,0.931385269
0.333333333,4,3,0.61576542,3.535675813,2.201454217,0.697597053,0.820609787
0.366666667,4,3,0.738928092,2.548225998,1.588055066,0.474382246,0.564532155
0.433333333,4,3,0.844351128,1.976521631,1.329068942,0.271904243,0.320801497
0.5,4,3,0.902812367,2.039936779,1.355319114,0.122013326,0.171444587
0.566666667,4,3,0.947559097,1.457908308,0.980558715,0.039214294,0.091169764
0.633333333,4,3,0.971302131,0.350105944,0.234362169,0.035490333,0.06513395
0.7,4,3,0.987959612,1.140857642,0.68443778,0.02206872,0.052714461
0.766666667,4,3,1,1.1652903,0.62139006,0.013391339,0.043569107
0.816666667,4,3,0.999487142,1.118464034,0.559761769,0.010764631,0.039545143
0.01,6,3,-0.060219772,2.277667817,1.06573815,0.072216087,0.502888202
0.016666667,6,3,-0.071522654,2.30169002,1.05652195,0.142956696,0.557281648
0.023333333,6,3,-0.055651782,2.220745194,1.148549617,0.160923998,0.582114922
0.03,6,3,-0.06022928,2.275078325,1.212077454,0.189110983,0.523376404
0.04,6,3,-0.070291048,2.030584121,1.248965519,0.186701799,0.511339998
0.05,6,3,-0.009022061,1.93961721,1.188648958,0.266480831,0.62101927
0.066666667,6,3,-0.003615834,2.414969701,1.618786508,0.423796407,0.688985179
0.083333333,6,3,0.00962687,2.419993627,1.737375123,0.544552472,0.612925618
0.1,6,3,0.016500417,2.564511645,1.794801686,0.520883084,0.618626272
0.116666667,6,3,0.02913224,2.666983993,1.956268871,0.598873477,0.6891416
0.133333333,6,3,0.093972499,2.905717586,2.042365901,0.690689681,0.798221439
0.15,6,3,0.09646214,3.002956565,2.030066376,0.834472285,0.853038889
0.166666667,6,3,0.158555793,3.31272981,2.206331982,0.929934654,0.946752975
0.2,6,3,0.223136191,3.471510062,2.196904115,0.826199869,0.999223821
0.233333333,6,3,0.321199083,3.416322211,2.227021493,0.941300531,1
0.266666667,6,3,0.376116551,3.443576107,2.1271469,1,0.982479053
0.3,6,3,0.451345826,3.481024076,2.115445765,0.931420318,0.877193239
0.333333333,6,3,0.531157913,3.926663226,2.418673217,0.862484355,0.80447084
0.366666667,6,3,0.601623153,3.238127362,2.009194312,0.760822119,0.738067518
0.433333333,6,3,0.773562088,2.384198959,1.467775363,0.285699127,0.383381428
0.5,6,3,0.851014634,2.513691985,1.721654037,0.1566009,0.236837132
0.566666667,6,3,0.919707037,1.709785638,1.190605812,0.066350236,0.105925149
0.633333333,6,3,0.95231322,0.430492671,0.268346616,0.035914705,0.084434616
0.7,6,3,0.971645428,1.255052445,0.769108031,0.020070971,0.052524083
0.766666667,6,3,0.990981164,1.212495716,0.641875939,0.010297473,0.038936004
0.816666667,6,3,1,1.150845091,0.569713154,0.00828013,0.034822746
0.01,8,3,0.054260134,2.107431114,1.124938737,0.187081802,0.565432159
0.016666667,8,3,0.062444386,2.23807705,1.181122353,0.151449167,0.614637945
0.023333333,8,3,0.064052898,2.164885295,1.204994041,0.227906842,0.619893692
0.03,8,3,0.078393332,2.233472892,1.338622021,0.245189055,0.626825177
0.04,8,3,0.069189704,2.010719954,1.372834991,0.239865297,0.649416263
0.05,8,3,0.093983934,1.833157328,1.196130873,0.43743985,0.673481963
0.066666667,8,3,0.114254089,2.229928801,1.465271822,0.37013188,0.676066708
0.083333333,8,3,0.124128959,2.337659176,1.676223638,0.531448148,0.739889167
0.1,8,3,0.143964641,2.841481783,1.817675498,0.691206059,0.835155193
0.116666667,8,3,0.182406247,2.598285229,1.845093474,0.653331105,0.816698283
0.133333333,8,3,0.191893056,2.813795472,1.847846936,0.731557754,0.851585742
0.15,8,3,0.176503655,2.620209534,1.739303207,0.768675663,0.801908721
0.166666667,8,3,0.222723619,2.852797554,1.890932141,0.7674044,0.874126558
0.2,8,3,0.306888317,3.282444161,2.050709542,1,0.945298284
0.233333333,8,3,0.364028974,3.145120881,1.982136618,0.940672163,0.960575971
0.266666667,8,3,0.379657098,3.181172217,1.97211768,0.994023436,1
0.3,8,3,0.482730899,3.209075899,1.958274856,0.940253142,0.896483902
0.333333333,8,3,0.590312294,3.522436201,2.025333017,0.639724249,0.79406945
0.366666667,8,3,0.640772229,2.860276486,1.661847732,0.597132457,0.661715354
0.433333333,8,3,0.746441733,2.434782488,1.45619251,0.392639174,0.447434095
0.5,8,3,0.849764453,2.41118646,1.494213219,0.148774144,0.237693705
0.566666667,8,3,0.898752854,1.764811326,1.160213874,0.053522849,0.12891751
0.633333333,8,3,0.938853126,0.40425716,0.276377438,0.044367378,0.084496263
0.7,8,3,0.973465278,1.327831285,0.794725982,0.024242737,0.075729367
0.766666667,8,3,0.992429673,1.324577626,0.708858135,0.008266343,0.050470631
0.816666667,8,3,1,1.24678037,0.602061378,0.010159688,0.042033154
0.01,10,3,0.171677769,1.927419916,0.905246474,0.101827428,0.576317091
0.016666667,10,3,0.19824187,2.13312548,0.997008163,0.251753831,0.677562214
0.023333333,10,3,0.187082783,2.036706046,1.068917556,0.22906932,0.677354568
0.03,10,3,0.200259054,2.086409534,1.129436763,0.231331186,0.704666055
0.04,10,3,0.238088726,2.122533897,1.113912939,0.362907734,0.782386129
0.05,10,3,0.218626436,1.774584944,1.075135186,0.381271181,0.833872581
0.066666667,10,3,0.247486607,1.986626379,1.26867099,0.399610393,0.699725541
0.083333333,10,3,0.230023103,2.164136955,1.381677432,0.529844543,0.779594927
0.1,10,3,0.275759265,2.403858848,1.579353583,0.609977946,0.874921499
0.116666667,10,3,0.290041654,2.542947324,1.595926566,0.819905228,0.918471033
0.133333333,10,3,0.313216212,2.575735944,1.709613126,0.815914812,0.947210501
0.15,10,3,0.305522091,2.459134417,1.668438993,0.914748775,0.953654409
0.166666667,10,3,0.325041901,2.714072724,1.733019639,0.820846049,1
0.2,10,3,0.38755491,2.846642223,1.699612759,0.837906431,0.976329001
0.233333333,10,3,0.435241779,2.668960847,1.684220913,0.980113271,0.945344688
0.266666667,10,3,0.481285267,2.723454136,1.587198224,0.939712889,0.989566429
0.3,10,3,0.513788062,2.835888302,1.714522195,1,0.965583341
0.333333333,10,3,0.570596976,3.385699164,2.098326259,0.888656674,0.97741619
0.366666667,10,3,0.633168894,2.795834977,1.596508293,0.755496355,0.860223077
0.433333333,10,3,0.719134509,2.649337893,1.493483807,0.63010392,0.699203231
0.5,10,3,0.801609879,3.071407174,1.754228898,0.360070915,0.496019691
0.566666667,10,3,0.864565021,2.265535028,1.392066666,0.179198758,0.264899769
0.633333333,10,3,0.907036862,0.576252857,0.302349658,0.044913938,0.212492205
0.7,10,3,0.957525256,1.823137768,0.97917175,0.033414595,0.175487458
0.766666667,10,3,0.985939328,1.676533283,0.804677517,0.007709953,0.110991478
0.816666667,10,3,1,1.563717552,0.649208729,0.010219906,0.097296928
0.01,12,3,0.280988284,1.869631348,0.906155283,0.203611822,0.608379673
0.016666667,12,3,0.307571059,1.955911461,0.936288511,0.130376466,0.641156359
0.023333333,12,3,0.272214959,1.828195855,0.953403819,0.117830043,0.620752478
0.03,12,3,0.323069115,2.176051609,1.067653743,0.230116446,0.711475821
0.04,12,3,0.295968465,1.811881626,1.041147526,0.190954023,0.680815367
0.05,12,3,0.322959602,1.709055495,0.94038075,0.359747131,0.729517461
0.066666667,12,3,0.353377931,2.052205871,1.235037373,0.302729844,0.776174298
0.083333333,12,3,0.380314378,2.170803856,1.328538089,0.413257464,0.812747774
0.1,12,3,0.39150211,2.428220483,1.470751154,0.542788026,0.891755449
0.116666667,12,3,0.40209262,2.300640867,1.43523487,0.413007071,0.817927857
0.133333333,12,3,0.359744363,2.433312924,1.511700769,0.649959448,0.906485757
0.15,12,3,0.413365505,2.259989747,1.5484067,0.642966065,0.88234231
0.166666667,12,3,0.435583149,2.407452402,1.628380606,0.617325868,0.925717871
0.2,12,3,0.44428429,2.69779946,1.691984615,0.842764388,0.941958118
0.233333333,12,3,0.488980896,2.441795244,1.628321889,0.601143248,0.924594203
0.266666667,12,3,0.489325917,2.659642337,1.615658325,1,1
0.3,12,3,0.518054317,2.659999201,1.746614248,0.762692568,0.950912562
0.333333333,12,3,0.583979347,3.104484546,1.960299907,0.854857204,0.891355462
0.366666667,12,3,0.621266868,2.767594789,1.6061791,0.933610483,0.92289254
0.433333333,12,3,0.729159562,2.39715313,1.398941839,0.592647771,0.615802534
0.5,12,3,0.802846214,2.775812309,1.839493889,0.459808583,0.457025043
0.566666667,12,3,0.885146956,2.236566407,1.468307179,0.202903287,0.285470073
0.633333333,12,3,0.906198488,0.484052421,0.318678282,0.074078247,0.243473058
0.7,12,3,0.955329372,1.525131407,0.955651321,0.066692023,0.128182559
0.766666667,12,3,0.982511239,1.409749329,0.853014617,0.025892999,0.087217073
0.816666667,12,3,1,1.292507892,0.629375284,0.015685502,0.065572712
0.01,2,4,-0.098610256,1.745893974,0.61346639,0.033801783,0.283656346
0.016666667,2,4,-0.102078874,1.758870933,0.56607479,0.017338341,0.27876611
0.023333333,2,4,-0.120422086,1.697799876,0.632827271,0.023053367,0.262483188
0.03,2,4,-0.132096146,1.626370649,0.611256561,0.052201115,0.276497725
0.04,2,4,-0.122253802,1.654453723,0.659538502,0.062539773,0.299796945
0.05,2,4,-0.121134175,1.46089664,0.583158091,0.047450196,0.307843934
0.066666667,2,4,-0.102107586,1.672620165,0.735053098,0.044661797,0.337668611
0.083333333,2,4,-0.118119934,1.672894848,0.766325469,0.055278048,0.306560262
0.1,2,4,-0.112348626,1.86626158,0.875932172,0.072279403,0.342632377
0.116666667,2,4,-0.079332791,1.904562387,0.968851465,0.127656392,0.370368275
0.133333333,2,4,-0.038018654,1.8122562,0.969577933,0.114514821,0.35588768
0.15,2,4,0.008290763,1.893750661,1.039198836,0.163153598,0.374614271
0.166666667,2,4,0.030982831,2.117882589,0.982675286,0.07794568,0.505868679
0.2,2,4,0.097825544,2.251859928,1.257252275,0.254546119,0.485370819
0.233333333,2,4,0.18874646,2.779170927,1.514542323,0.454126807,0.668579935
0.266666667,2,4,0.339666231,3.54265214,1.969777742,1,0.609920534
0.3,2,4,0.483564976,3.661689614,1.91866724,0.999320533,1
0.333333333,2,4,0.675491711,3.365813992,1.767737714,0.819294763,0.780553743
0.366666667,2,4,0.79830676,2.61475799,1.528247564,0.347505765,0.470230563
0.433333333,2,4,0.88540476,1.688752444,1.202001113,0.08422388,0.192103603
0.5,2,4,0.920748644,1.434666798,0.927907359,0.038341138,0.115832889
0.566666667,2,4,0.938928152,1.320584645,0.807093196,0.015381806,0.081581157
0.633333333,2,4,0.958377279,1.523619341,0.761793989,0.079458502,0.077138169
0.7,2,4,0.980172261,1.515325798,0.673457977,0.066958997,0.064216269
0.766666667,2,4,0.992102262,1.509959357,0.620164242,0.046884216,0.063937461
0.816666667,2,4,1,1.49763697,0.590877821,0.043691714,0.052485939
0.01,3,4,-0.221418836,1.919924574,0.783044379,0.107019075,0.387413259
0.016666667,3,4,-0.193216611,1.946150339,0.859672626,0.154879469,0.391825722
0.023333333,3,4,-0.174529491,1.964132026,0.931596365,0.176150039,0.422139863
0.03,3,4,-0.213345426,1.884412177,0.92758595,0.156227077,0.402758583
0.04,3,4,-0.181729326,2.00217711,0.982696089,0.345951882,0.483489249
0.05,3,4,-0.134821414,1.699638801,0.839595822,0.228697864,0.443088341
0.066666667,3,4,-0.152575346,2.013480966,1.040661154,0.204944118,0.453858148
0.083333333,3,4,-0.103255122,2.278166306,1.162206187,0.367319395,0.572839142
0.1,3,4,-0.050779967,2.431765628,1.295450656,0.406315276,0.613225592
0.116666667,3,4,-0.010718155,2.526052005,1.246508326,0.389071715,0.613972066
0.133333333,3,4,-0.010241316,2.583253088,1.371544653,0.476173236,0.67994429
0.15,3,4,0.045597264,2.681912323,1.373634175,0.510545356,0.735135705
0.166666667,3,4,0.041691652,2.737336115,1.457734885,0.558695455,0.759519599
0.2,3,4,0.161800717,3.066040644,1.619674502,0.682191763,0.851602109
0.233333333,3,4,0.293580633,3.267426897,1.917823326,0.872185507,0.969139232
0.266666667,3,4,0.392049291,3.500806981,2.035004516,1,1
0.3,3,4,0.507145106,3.443833666,1.993222856,0.980151959,0.970986061
0.333333333,3,4,0.666471286,3.069938743,1.748333627,0.691859685,0.716394857
0.366666667,3,4,0.772345891,2.868066162,1.629316749,0.493765478,0.553933637
0.433333333,3,4,0.875034396,2.036082552,1.273907299,0.161707937,0.250250906
0.5,3,4,0.907268832,1.591472474,1.074789382,0.073705081,0.142780485
0.566666667,3,4,0.950813343,1.165940603,0.816271636,0.050932795,0.067600107
0.633333333,3,4,0.966894158,1.030396315,0.69439867,0.032409743,0.044484497
0.7,3,4,0.980626932,0.980362567,0.639530088,0.025755145,0.035516874
0.766666667,3,4,0.991947939,0.91513641,0.569399132,0.015174599,0.044902712
0.816666667,3,4,1,0.900283512,0.515857346,0.013072046,0.025103192
0.01,4,4,-0.212434685,2.143390931,0.996437251,0.21567739,0.436541229
0.016666667,4,4,-0.210242909,2.112279577,1.044141285,0.231837277,0.440613946
0.023333333,4,4,-0.153847136,2.170854743,1.119142854,0.289728411,0.457668737
0.03,4,4,-0.201103265,2.108608723,1.105796296,0.266336167,0.467467212
0.04,4,4,-0.166427015,2.160039208,1.199453898,0.339442781,0.505831633
0.05,4,4,-0.168987734,1.868367022,1.027446996,0.307185437,0.495597952
0.066666667,4,4,-0.125717255,2.322132927,1.27615162,0.353808173,0.54421725
0.083333333,4,4,-0.107480174,2.537177943,1.345473975,0.372573851,0.64130181
0.1,4,4,-0.076163223,2.546542176,1.522171246,0.504275387,0.632392763
0.116666667,4,4,-0.025098287,2.757553668,1.553137315,0.494515022,0.729123531
0.133333333,4,4,5.21068E-05,2.965015437,1.582853751,0.640070542,0.747563162
0.15,4,4,0.053128415,2.888715003,1.619970794,0.600115982,0.760247085
0.166666667,4,4,0.122615773,3.055625596,1.638400707,0.575901465,0.827423614
0.2,4,4,0.166857669,3.419163372,1.73708728,0.617068777,0.89315583
0.233333333,4,4,0.301742681,3.697797448,2.18260261,1,1
0.266666667,4,4,0.376726999,3.556470645,2.152450883,0.831135058,0.915038587
0.3,4,4,0.513083883,3.455987842,2.071991026,0.797992551,0.852202024
0.333333333,4,4,0.612077864,3.23682061,1.951105301,0.714810898,0.662446888
0.366666667,4,4,0.742996928,2.732116919,1.750781282,0.426908422,0.427433794
0.433333333,4,4,0.872928838,1.881275348,1.332882761,0.13993163,0.186039654
0.5,4,4,0.916435433,1.401491798,1.030088629,0.068422585,0.096700272
0.566666667,4,4,0.933802933,1.26138996,0.865701498,0.037246143,0.066019041
0.633333333,4,4,0.960759763,1.234478706,0.80827679,0.027243682,0.051754774
0.7,4,4,0.978958329,1.102327047,0.65508692,0.013329815,0.035826409
0.766666667,4,4,0.984544197,1.133808175,0.633458709,0.009755036,0.030827542
0.816666667,4,4,1,0.995646673,0.533286331,0.011511606,0.025620012
0.01,6,4,-0.062670168,1.780250731,0.780700732,0.087495829,0.446042809
0.016666667,6,4,-0.058466745,1.952796948,0.88508522,0.152265375,0.470673194
0.023333333,6,4,-0.07354843,1.692487646,1.013412584,0.124033254,0.394128446
0.03,6,4,-0.034525892,2.017369425,1.067131747,0.210290421,0.537064864
0.04,6,4,-0.013227623,2.014059297,1.272152106,0.216213706,0.592256799
0.05,6,4,-0.010109383,1.733204588,1.071619028,0.201212341,0.568347204
0.066666667,6,4,-0.017218477,1.981826841,1.286804181,0.308138276,0.504786216
0.083333333,6,4,0.0021424,2.109622065,1.43169824,0.336529458,0.572595288
0.1,6,4,0.085684204,2.597868869,1.764164616,0.577179607,0.777910269
0.116666667,6,4,0.123043288,2.589770954,1.832100689,0.686515081,0.777459266
0.133333333,6,4,0.126423822,2.65473353,1.824372389,0.680548751,0.775440991
0.15,6,4,0.052228277,2.82747305,0.831857062,0.900753938,0.768340092
0.166666667,6,4,0.181485953,2.991989268,1.873150865,0.839270911,0.907977287
0.2,6,4,0.246973622,3.291674542,2.115593335,1,1
0.233333333,6,4,0.337490589,3.465326591,2.099600908,0.95785701,0.994964925
0.266666667,6,4,0.392230826,3.497360783,2.159468115,0.918570141,0.916746719
0.3,6,4,0.512623685,3.419615082,2.074089846,0.79295764,0.858617089
0.333333333,6,4,0.566788406,3.308672604,2.002537221,0.692331261,0.785172098
0.366666667,6,4,0.628613003,3.388448282,1.975078129,0.564276508,0.685018022
0.433333333,6,4,0.766738592,2.551643658,1.653958662,0.208587787,0.362220004
0.5,6,4,0.848143794,1.949777758,1.285267001,0.120257947,0.183779501
0.566666667,6,4,0.894052424,1.660430162,1.091839743,0.066874778,0.114657255
0.633333333,6,4,0.925183711,1.681192095,0.977982028,0.055660689,0.095202115
0.7,6,4,0.961713178,1.63311711,0.862424852,0.031313698,0.068507306
0.766666667,6,4,0.982219299,1.537082532,0.785912887,0.009045247,0.056023732
0.816666667,6,4,1,1.417214167,0.660818997,0.001808796,0.04871945
0.01,8,4,0.043750199,2.078577841,1.056200377,0.185888515,0.526346406
0.016666667,8,4,0.067104465,2.005422268,1.170469679,0.210507216,0.531356602
0.023333333,8,4,0.044787292,1.955071703,1.108187686,0.239908355,0.486396444
0.03,8,4,0.092297775,2.017303336,1.255283161,0.285724929,0.596125347
0.04,8,4,0.088897073,2.007644478,1.213384609,0.214294958,0.599852712
0.05,8,4,0.105866124,1.963037054,1.197896018,0.495896133,0.668303063
0.066666667,8,4,0.132151065,2.330770132,1.51114237,0.461034535,0.740162349
0.083333333,8,4,0.156497574,2.41313045,1.582205451,0.597198314,0.79337608
0.1,8,4,0.169443289,2.539327805,1.624394168,0.544331557,0.799143268
0.116666667,8,4,0.204789553,2.602754505,1.634949453,0.722771162,0.784510698
0.133333333,8,4,0.240521574,2.839937334,1.933186725,0.955012387,0.952068829
0.15,8,4,0.277109102,2.969971834,1.860517229,0.993154581,0.945267538
0.166666667,8,4,0.297831704,2.871977977,1.937923117,1,0.920530778
0.2,8,4,0.328449502,3.230403308,1.900713239,0.94134411,0.957310353
0.233333333,8,4,0.423797164,3.333167153,1.992379646,0.865574755,0.928276287
0.266666667,8,4,0.444334839,3.663730863,1.840987721,0.904741505,1
0.3,8,4,0.545785202,3.313272735,1.964377924,0.881093615,0.844224478
0.333333333,8,4,0.610024727,3.179897497,1.921648901,0.754661542,0.730880012
0.366666667,8,4,0.671592487,3.262540062,1.936299645,0.572175636,0.65297602
0.433333333,8,4,0.785768314,2.781345327,1.570736874,0.325166808,0.394868076
0.5,8,4,0.861942716,2.130494311,1.311941923,0.178241041,0.20637234
0.566666667,8,4,0.91629361,1.748333219,1.104813622,0.099553526,0.124494422
0.633333333,8,4,0.96863358,1.927377091,1.052497804,0.030920133,0.121656677
0.7,8,4,0.985070185,1.576509034,0.809565092,0.040960845,0.082548354
0.766666667,8,4,0.989504283,1.414700925,0.657339718,0.022907696,0.054091999
0.816666667,8,4,1,1.355644069,0.609552797,0.007935295,0.049352959
0.01,10,4,0.195038313,2.061202948,0.958712613,0.108016088,0.550925657
0.016666667,10,4,0.20762704,2.051150163,1.048802749,0.159901365,0.548387657
0.023333333,10,4,0.190090926,2.251433793,1.064735675,0.289035143,0.616036722
0.03,10,4,0.212262166,2.093133533,1.076919543,0.243531622,0.594268934
0.04,10,4,0.228008571,1.930264695,1.115065271,0.343004549,0.565279895
0.05,10,4,0.234096674,1.780977756,1.059745478,0.347261554,0.616537587
0.066666667,10,4,0.243731816,2.070297748,1.267240849,0.405686756,0.609913331
0.083333333,10,4,0.258974221,2.143979766,1.360302895,0.432910065,0.640679553
0.1,10,4,0.280671608,2.380354348,1.411177441,0.565343982,0.661014185
0.116666667,10,4,0.292360686,2.4258071,1.461535984,0.555563667,0.71944398
0.133333333,10,4,0.316983331,2.371165391,1.514353311,0.575617153,0.694050781
0.15,10,4,0.333549312,2.532750579,1.616761612,0.720966837,0.772478862
0.166666667,10,4,0.347447493,2.6727738,1.734700023,0.884405519,0.817172753
0.2,10,4,0.368730513,2.850231576,1.771169759,0.902633428,0.823060742
0.233333333,10,4,0.436031787,2.993392558,1.833050904,0.972174824,0.842645825
0.266666667,10,4,0.501139514,3.159365604,1.863610207,1,1
0.3,10,4,0.550745217,3.206464021,1.787821276,0.937870806,0.780402877
0.333333333,10,4,0.610795494,3.160018274,1.627671282,0.720394679,0.707120587
0.366666667,10,4,0.661118784,3.310807039,1.913744028,0.794298153,0.688880821
0.433333333,10,4,0.752694155,2.836735772,1.731878913,0.489058161,0.455573839
0.5,10,4,0.833352678,2.400988443,1.489497316,0.268984252,0.305295591
0.566666667,10,4,0.895340911,2.135378652,1.286830256,0.155051257,0.197150597
0.633333333,10,4,0.92365311,2.000269559,1.080221206,0.106926898,0.156954124
0.7,10,4,0.959863529,1.858818088,0.920743429,0.064586028,0.11386999
0.766666667,10,4,0.985107805,1.622201847,0.77496462,0.045229629,0.074789195
0.816666667,10,4,1,1.537383404,0.644566764,0.021712411,0.066969148
0.01,12,4,0.324710403,1.98355098,0.876430923,0.161299784,0.660680229
0.016666667,12,4,0.313109772,1.922546949,0.937049385,0.225611148,0.665925723
0.023333333,12,4,0.324204831,1.97806955,0.98374273,0.212985939,0.701429681
0.03,12,4,0.308999278,1.900783264,1.032281816,0.219293842,0.680442627
0.04,12,4,0.322210875,1.948904726,1.034451302,0.248415824,0.728505828
0.05,12,4,0.308428587,1.618922979,0.920813392,0.257075337,0.683650457
0.066666667,12,4,0.324902817,1.984917658,1.148536062,0.343026431,0.726544103
0.083333333,12,4,0.344984206,2.132862389,1.3106254,0.416310141,0.823549512
0.1,12,4,0.368486978,2.220439403,1.412244603,0.373385256,0.829820178
0.116666667,12,4,0.37028528,2.27094759,1.429534718,0.570789346,0.882253959
